name,cpu,ram,gpu,dx,os,sto,spec_class
Totemori,Intel Core i3-3220 / AMD FX-4200 Quad-Core or better,4 GB RAM,NVIDIA GeForce GTX 650 / AMD Radeon HD 5770 or better with 2GB VRAM (Shader Model 5.0 compliant),Version 11,Windows 7 / 8 / 8.1 / 10 (both the 32-bit and 64-bit versions are supported),320 MB available space,1
Toukiden 2,Core i7 870 over,3 GB RAM,"NVIDIA Geforce GTS 450 or better, VRAM 1GB over",Version 11,"Windows® 7, Windows® 8.1, Windows® 10 (64bit required)",17 GB available space,0
Toukiden 2,Core i7 2600 over,5 GB RAM,"NVIDIA Geforce GTX 660 or better, VRAM 3GB over",Version 11,"Windows® 7, Windows® 8.1, Windows® 10 (64bit required)",17 GB available space,1
Toukiden: Kiwami,Core i7 870 2.8GHz or better,2 GB RAM,(Any),Version 11,Windows Vista/7/8/8.1 (64bit required),21 GB available space,0
Toukiden: Kiwami,Core i7 2600 3.4GHz or better,4 GB RAM,(Any),Version 11,Windows Vista/7/8/8.1 (64bit required),21 GB available space,1
Tour de France 2023,Intel Core i5-3470 or AMD FX-8350,4 GB RAM,"Nvidia GeForce GTX 650, 2 GB or AMD Radeon R7 250, 2 GB",Version 11,"Windows 7, 64-bit",30 GB available space,0
Tour de France 2023,Intel Core i5-7600 or AMD Ryzen 5 2600,8 GB RAM,"Nvidia GeForce GTX 750 Ti, 2 GB or AMD Radeon R9 280, 2 GB",Version 11,"Windows 10, 64-bit",30 GB available space,1
Tourist Bus Simulator,Intel Core i5 Quad Core Processor or similar with at least 2.8 GHz,6 GB RAM,Nvidia GeForce GTX 660 or similar AMD Radeon (no support for onboard cards),Version 11,Windows 7/8/8.1/10 (only 64bit),25 GB available space,0
Tourist Bus Simulator,Intel Core i7 Processor or similar with at least 3.5 GHz,(6 GB RAM),Nvidia GeForce GTX 970 or similar AMD Radeon (no support for onboard cards),Version 11,Windows 7/8/8.1/10 (only 64bit),25 GB available space,1
Towaga: Among Shadows,"Dual core processor, 2.3 GHz or equivalent",2 GB RAM,Intel HD 4000 / HD 7450 1GB / GeForce GT 330M 1GB or equivalent,Version 11,"Windows® 7, Windows® 8.1, Windows® 10",1 GB available space,0
Towaga: Among Shadows,"Quad core processor, 3.3 GHz or equivalent",4 GB RAM,Intel HD 4000 / HD 7450 1GB / GeForce GT 330M 1GB or equivalent,Version 11,"Windows® 7, Windows® 8.1, Windows® 10",1 GB available space,1
Tower 57,"Intel(R) Core(TM)2 Duo 2.4, AMD Athlon(TM) X2 2.8 Ghz",2 GB RAM,"GeForce GTX 260, Radeon HD 5770, 1024 MB, Shader Model 3.0",,"Windows 7, 8 or 10",500 MB available space,0
Tower 57,Intel(R) Core(TM) i5,4 GB RAM,GeForce GTX 660,,Windows 10,500 MB available space,1
Tower of Time,Intel Core i3 or equivalent,8 GB RAM,NVIDIA GeForce GTX 660 or equivalent,Version 11,Windows 7/8/8.1/10 (64 bit),12 GB available space,0
Tower of Time,Intel i5 series or AMD equivalent,16 GB RAM,NVIDIA GeForce GTX 770 or equivalent,Version 11,Windows 7/8/8.1/10 (64 bit),12 GB available space,1
Tower Simulator,1.4Ghz Processor,,256 Mb video card memory,DirectX 9 or later,Microsoft Windows XP (32 Bits) or Vista (32 Bits),700 Mb hard disk space,0
Tower Unite,2.4 GHz Dual-Core 64-bit CPU,4 GB RAM,DX10 Compatible GPU with 1 GB VRAM,Version 10,Windows 7 SP1 (64-bit),15 GB available space,0
Tower Unite,3 GHz Quad-Core 64-bit CPU,8 GB RAM,DX11 Compatible GPU with 2 GB VRAM,Version 11,"Windows 7 SP1 (64-bit), Windows 8 (64-bit), Windows 10 (64-bit)",20 GB available space,1
Tower Wars,Dual Core processor with 2.0GHz or greater (Intel Core 2 Duo or AMD Athlon 64 X2)                ,2 GB RAM                ,Video Card with 512MB dedicated memory and DX9.0c support (Shader Model 3+) Video cards with shared memory technology are not supported.,DirectX® version 9.0c,Windows® XP SP3/ Windows® Vista SP2/ Windows® 7                 ,1.5 GB,0
Towerborne,Quad core 2.4GHz,8 GB RAM,GeForce GTX 780,,Windows 10 64bit | Windows 11 64bit,8 GB available space,0
TowerClimb,2.0 GHz,2 GB RAM,128 MB VRAM,Version 9.0c,Windows XP,400 MB available space,0
TowerFall Ascension,Intel Core i3-380M,2 GB RAM,Intel HD 4000,10,Windows Vista or newer,400 MB available space,0
Towers of Aghasba,Intel Core i5-6600K or AMD FX-8350,16 GB RAM,NVIDIA GeForce GTX 1070 or AMD Radeon RX 580,Version 12,Windows 10 (64-bit),30 GB available space,0
Towers of Aghasba,Intel Core i7-8700K or AMD Ryzen 5 3600X,16 GB RAM,NVIDIA GeForce RTX 2070 or AMD Radeon RX 5700 XT,Version 12,Windows 11 (64-bit),30 GB available space,1
Town of Night,Intel Core 2 Duo processor or AMD Athlon™ 64 or better,(Any),"Intel HD graphics 4400 or more, Radeon HD graphics 5430 or more, OpenGL 3.0 or more",,Microsoft® Windows7/8/10 (32/64bit versions),184 MB available space,0
Town of Salem,2 Ghz,2 GB RAM,(Any),,Windows 7 64-bit,3 GB available space,0
Townscaper,,4 GB RAM,,Version 11,"Windows 7+, 64-bit",1 GB available space,0
Townsmen,2.0 GHz,2 GB RAM,DirectX 9.0c compatible,Version 9.0c,Win7 or newer,160 MB available space,0
TOXIKK,2.0+ GHz Dual-Core Processor,4 GB RAM,GeForce GTX 260,,Windows® XP,4 GB available space,0
TOXIKK,3.0+ GHz Multi-Core Processor,8 GB RAM,GeForce GTX 560 (or better),,Windows® 10 (or higher),4 GB available space,1
Toy Soldiers,2.0 GHz ,2 GB RAM,1 GB Dedicated Graphics Card with Shader Model 3.0 or Higher,9.0c,Windows XP (Service Pack 3) *,,0
Toy Soldiers,2.0 GHz (Dual Core Recommended),4 GB RAM,2 GB Dedicated Graphics Card with Shader Model 3.0 or Higher**,9.0c,Windows 7 (Service Pack 1),,1
Toy Soldiers: War Chest,Intel Core 2 Quad CPU Q6600 @ 2.40GHz (4 CPUs) / AMD Phenom 9850 Quad-Core Processor (4 CPUs) @ 2.5GHz ,4 GB RAM,"NVIDIA 9800 GT 1GB / AMD HD 4870 1GB (DX 10, 10.1, 11) ",Version 10,"Windows 8.1 64 Bit, Windows 8 64 Bit, Windows 7 64 Bit Service Pack 1",10 GB available space,0
Toy Soldiers: War Chest,Intel Core i5 3470 @ 3.2GHz (4 CPUs) / AMD X8 FX-8350 @ 4GHz (8 CPUs) ,8 GB RAM,NVIDIA GTX 660 2GB / AMD HD 7870 2GB ,Version 11,"Windows 8.1 64 Bit, Windows 8 64 Bit, Windows 7 64 Bit Service Pack 1",10 GB available space,1
Toy Story 2,Pentium™ class 166 MHz processor,32 MB RAM,"4MB, DirectX-compatible video card, 16-bit color depth",,Microsoft Windows 95/98/Me/XP,60 MB hard disk space,0
Toy Story 3: The Video Game,"2.4 GHz Intel Pentium 4, or 3000+AMD or equivalent processor, or 1.8 GHz Core 2",1 GB or more of system RAM,"128 MB DirectX 9.0c compatible card supporting Shaders 2.0 (NVIDIA GeForce FX 5600 or better, ATI Radeon 9600 or better)",DirectX 9.0c,"Microsoft Windows XP SP3/ Vista, Win7",6GB uncompressed hard drive space,0
Trackmania,"Intel Core i5-2500K, AMD FX 6100",8 GB,"NVIDIA GeForce GTX 660 or AMD Radeon R9 270X, 2 GB VRAM",11,Windows 7/8.1/10 (64 bit only),2 GB available hard drive space,0
Trackmania,"Intel Core i5-4690K, AMD Ryzen5 1500X",8 GB (Dual-channel setup),"NVIDIA GeForce GTX 970 or AMD Radeon RX 480, 4 GB VRAM",11,Windows 10 (64 bit only),2 GB available hard drive space,1
TrackMania 2 Canyon,1.5 Ghz,1 GB RAM,"256 MB, Pixel Shader 2.0 / Intel HD 2000 / Nvidia ION / AMD HD 6310",9.0c,Windows XP / Vista / 7 / 8,1.5 GB HD space,0
TrackMania 2 Lagoon,Dual core from Intel or AMD at 2 GHz or better,2 GB RAM,Video card must be 512 MB or more and should be a DirectX 10 - compatible or DirectX 11 – compatible,Version 11,Windows Vista or Windows 7 SP1 or Windows 8.1 or Windows 10,2 GB available space,0
TrackMania 2 Stadium,1.5 Ghz,1 GB RAM,"256 Mo, Pixel Shader 2.0 / Intel HD 2000 / Nvidia ION / AMD HD 6310",9.0c,Windows XP / Vista / 7 / 8,1 GB HD space,0
TrackMania 2 Valley,1.5 Ghz,1 GB RAM,"256 Mo, Pixel Shader 2.0 / Intel HD 2000 / Nvidia ION / AMD HD 6310",9.0c,Windows XP / Vista / 7 / 8,1.5 GB HD space,0
TrackMania Nations Forever,Pentium IV 1.6GHz / AthlonXP 1600+,256 MB (512 MB with Vista),3D accelerator 16 MB DirectX 9.0c compatible graphics card,DirectX 9.0c or better,Windows 2000/XP/XP-x64/Vista,750 MB free disk space,0
Trackmania Turbo,Dual core from Intel or AMD at 2 GHz or better,2 GB RAM,Video card must be 512 MB or more and should be a DirectX 10 - compatible or DirectX 11 - compatible,Version 11,Windows Vista or Windows 7 SP1 or Windows 8.1 or Windows 10,5 GB available space,0
Trackmania United Forever,Pentium IV 1.6GHz / AthlonXP 1600+ ,256 MB (512 MB with Vista) ,3D accelerator 16 MB DirectX 9.0c compatible graphics card,DirectX 9.0c or better,Windows 2000/XP/XP-x64/Vista,1.5 GB free disk space,0
Tracks - The Train Set Game,Intel Core i3 2GHz or equivalent,4 GB RAM,Dedicated graphics card with 1GB memory,,Windows 7/8/10 (64bit),2 GB available space,0
Trailblazers,Intel Core i5 or equivalent,8 GB RAM,NVIDIA GeForce GTX 650 or equivalent,Version 11,"Windows 8, 64-bit",3 GB available space,0
Trailmakers,i5-4440 (3.1 GHz quad-core),8 GB RAM,GTX 660,Version 11,Windows 7 64 Bit,5 GB available space,0
Train Mechanic Simulator 2017,Pentium Core 2 Duo,4 GB RAM,Geforce GT560,Version 11,Windows 7,5 GB available space,0
Train Mechanic Simulator 2017,Pentium Core Quad,8 GB RAM,Geforce GT950 or better,Version 12,"Windows 8, 10",5 GB available space,1
Train Sim World 2,Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 270 with 2 GB VRAM or more (AMD Max Supported Driver 20.4.2),Version 10,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",20 GB available space,0
Train Sim World 2,Intel Core i7-4790 @ 3.6 GHz or AMD Ryzen 7 1700 @ 3.8 GHz,8 GB RAM,NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB VRAM or more (AMD Max Supported Driver 20.4.2),Version 10,"64-bit Windows 7 Service Pack 1, Windows 8 / 8.1 or Windows 10",20 GB available space,1
Train Sim World 3,Intel Core i5-4690 @ 3.5 GHz or AMD Ryzen 5 1500X @ 3.7 GHz,8 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon RX 460 with 2 GB VRAM or more,Version 10,"64-bit Windows 8.1, Windows 10 or Windows 11",50 GB available space,0
Train Sim World 3,Intel Core i5-11600K @ 3.9 GHz or AMD Ryzen 5 5600X @ 3.7 GHz,16 GB RAM,NVIDIA GeForce RTX 3070 or AMD Radeon RX 6800 with 8 GB VRAM or more,Version 10,"64-bit Windows 8.1, Windows 10 or Windows 11",50 GB available space,1
Train Simulator 2013,"Processor: 2.8 GHz Core 2 Duo (3.2 GHz Core 2 Duo recommended), AMD Athlon MP (multiprocessor variant or comparable processors)",2 GB RAM,512 MB with Pixel Shader 3.0 (AGP PCIe only),9.0c,Windows® XP / Vista / 7 / 8,6 GB HD space,0
Train Simulator 2014,"2.8 GHz Core 2 Duo (3.2 GHz Core 2 Duo recommended), AMD Athlon MP (multiprocessor variant or comparable processors)",2 GB RAM,512 MB with Pixel Shader 3.0 (AGP PCIe only),9.0c,Windows® XP / Vista / 7 / 8,6 GB HD space,0
Train Simulator 2015,"2.8 GHz Core 2 Duo (3.2 GHz Core 2 Duo recommended), AMD Athlon MP (multiprocessor variant or comparable processors)",2 GB RAM,512 MB with Pixel Shader 3.0 (AGP PCIe only),9.0c,Windows® Vista / 7 / 8.1,6 GB HD space,0
Train Simulator 2021,Intel Core-i3 4330 3.50 GHz Dual Core or AMD A8 6600K 3.90 GHz Quad Core or Better,4 GB RAM,NVIDIA GeForce GTX 750 Ti or AMD Radeon R9 Graphics with 1 GB Dedicated VRAM or Better,9.0c,"32-bit Windows 7 Service Pack 1, 8.1 or 10 Required (Other OS versions and types are not supported)",40 GB or more available space (Additional Add-Ons will require more),0
Train Simulator 2021,Intel Core-i5 4690 3.50 GHz Quad Core or AMD Ryzen 7 1700 3.80 GHz Quad Core or Better,4 GB RAM (maximum possible under 32-bit Windows)/16 GB or Better (For 64-bit Windows),NVIDIA GeForce GTX 970 or AMD Radeon RX 480 with 4 GB Dedicated VRAM or Better,9.0c,"32- or 64-bit Windows 7 Service Pack 1, 8.1 or 10 Required (Other OS versions and types are not supported)",High Performance SSD Recommended with 40 GB or more available space (Additional Add-Ons will require more),1
Trainz Railroad Simulator 2006,"Pentium 4/Athlon XP or better (1,5 ghz)",512 MB,64Mb video card,DX 9.0,Windows 98/2000/ME/XP,4 GB,0
Trainz Railroad Simulator 2006,Pentium 4/Athlon XP or better (2GHZ),1 GB,128Mb video card,DX 9.0,Windows 98/2000/ME/XP,4 GB,1
Trainz Railroad Simulator 2019,Intel i5 3GHz 64Bit Processor,4 GB RAM,NVIDIA GT 430 or better/ AMD ATI 5550 or better,Version 11,Windows 7 64bit,50 GB available space,0
Trainz Railroad Simulator 2019,Intel i7 or better,16 GB RAM,NVIDIA GTX 980 or better,Version 11,Windows 10 64bit,50 GB available space,1
Trainz Simulator 2009,Pentium 4 2.2 GHz or equivalent ,1 GB RAM ,64 MB 3D Graphics Card (NVIDIA GeForce 2 or equivalent) ,DirectX 9.0 ,Windows XP Service Pack 2 / Windows Vista ,2.55 GB ,0
Trainz Simulator 2010,Pentium D 3.4 GHz (or equivalent),1GB,nVidia GeForce 7200 / 128MB (or equivalent)*,DirectX 9.0c,XP (SP3),Approximately 15 GB of free Hard Drive space,0
Trainz Simulator 2010,Core 2 Duo (or equivalent),2GB,nVidia GeForce 8600 (or equivalent)*,DirectX 9.0c,Vista / Windows 7 (64 bit),Approximately 15 GB of free Hard Drive space,1
Trainz: A New Era,"Intel 'I' series/AMD K10 series introduced 2009 onwards. 2 physical cores, 2Ghz 64 bit",4 GB RAM,NVIDIA GT 430 or better/ AMD ATI 5550 or better,Version 11,Windows 7 64bit,30 GB available space,0
Trainz: A New Era,"Intel i5 3330/AMD FX 8350 or better, Quad physical core, 64 bit, 2.3Ghz or better",8 GB RAM,NVIDIA GTX 660 or better/ AMD HD 6950 or better,Version 11,Windows 8.1 64bit,30 GB available space,1
Transcendence,1 GHz dual core CPU,512 MB RAM,1024×768 resolution.,Version 8.0,Windows XP,100 MB available space,0
Transcendence,2 GHz quad core CPU,1 GB RAM,1280×800 resolution. Dedicated graphics card with 128 MB of RAM,Version 8.0,"Windows 7, 8, 10",100 MB available space,1
Transference,Intel Core i5-2500K | AMD FX-6350,8 GB RAM,NVIDIA GeForce GTX 660 | AMD Radeon HD 7870,Version 11,"Windows 7, Windows 8.1, Windows 10 (64-bit versions only)",8 GB available space,0
Transference,Intel i5-4590| AMD FX 8350,8 GB RAM,Nvidia GTX 970 / AMD 290,Version 11,"Windows 7, Windows 8.1, Windows 10 (64-bit versions only)",8 GB available space,1
Transformers Universe,2.4 GHz CPU or better,4 GB RAM,Shader 3.0 and 512mb memory: GeForce GTX 285m / Radeon HD 6670,,Windows 7 or Windows 8,,1
TRANSFORMERS: BATTLEGROUNDS,Intel i3 Skylake | AMD FX-6000,8 GB RAM,AMD Radeon R7 260X | NVIDIA GeForce GTX 750 Ti,Version 12,Windows 10 64-bit,6 GB available space,0
TRANSFORMERS: BATTLEGROUNDS,Intel i5 Coffee Lake | AMD Ryzen 3,8 GB RAM,AMD Radeon RX 570 | NVIDIA GeForce GTX 970,Version 12,Windows 10 64-bit,6 GB available space,1
TRANSFORMERS: Devastation,Intel Core™ 2 Duo E4400 / AMD Athlon 64 X2 5600+,2 GB RAM,NVIDIA® GeForce® 8800 GT @ 512MB / ATI® Radeon™ HD 3870 @ 512MB or better,Version 9.0c,"Windows Vista, Windows 7, or Windows 8",9 GB available space,0
Transformers: Fall of Cybertron,Intel Core 2 Duo 2.6 GHz or AMD Phenom X3 8750,2 GB system RAM ,GeForce 8800 GT series with 512 MB RAM or ATI Radeon HD 4850 with 512 MB RAM,DirectX 9.0c or DirectX 10 ,Windows® XP/Vista/7,8.4 GB Free Space ,0
Transformers: Revenge of the Fallen,Intel Core 2 Duo E6400 2.13GHz or AMD Athlon 64 X2 Dual Core 4800+,1 GB,"Nvidia Geforce 7600 GT 256MB or ATI Radeon X1600 Series
",DirectX: 9.0c,,5 GB,0
Transformers: Rise of the Dark Spark,Intel Core 2 Duo 2.6 GHz or AMD Phenom X3 8750,2 GB RAM,GeForce 8800 GT series with 512 MB RAM or ATI Radeon HD 4850 with 512 MB RAM,9.0c,Windows® Vista/7/8,10 GB available space,0
Transformers: The Game,Pentium® 4 2.0GHz or Athlon® 2.0GHz or higher processor,256MB of RAM (1GB for Windows® Vista),"3D hardware accelerator card required 100% DirectX® 9.0c-compliant 64MB
video card and drivers

All NVIDIA® GeForce® 4 Ti 4200 64MB and better 
chipsets
All ATI® Radeon® 8500 64MB and better chipsets",DirectX 9.0c (Included),Microsoft® Windows® XP/Vista,"4 GB of uncompressed hard disk space (plus 300 MB for the Windows(R) swap file
and 1MB free for saved games)",0
Transformers: War for Cybertron,Intel Core 2 Duo E4300 1.8 GHz or AMD Ahtlon 64 x2 Dual-Core 4000+ 2.0 GHz,2GB of RAM ,"3D hardware accelerator card required - 100% DirectX® 9.0c-compliant 256 MB video card and drivers* 
(NVIDIA® GeForce® 7900 GT / ATI Radeon™ x1900, 256 MB RAM)*",DirectX® 9.0c (Included) ,Microsoft(R) Windows(R) XP / Windows Vista(R) / Windows(R) 7,9 GB of uncompressed hard disk space (plus 400 MB for the Windows(R) swap file and 12 KB free for saved games)  ,0
Transformers: War for Cybertron,Intel(R) Core(TM) 2 Duo E6750 2.66 GHz (or better) or AMD Athlon(TM) 64 X2 Dual-Core 6000+ 3.0 GHz (or better) ,2 GB of RAM ,"3D hardware accelerator card required - 100% DirectX(R) 9.0c-compliant 320 MB video card and drivers
(NVIDIA(R) GeForce(R) 8800 GTS 320 MB RAM / ATI Radeon (TM) HD 3870 512 MB)**",DirectX(R) 9.0c (Included),Microsoft(R) Windows(R) XP / Windows Vista(R) / Windows(R) 7,9 GB of uncompressed hard disk space (plus 400 MB for the Windows(R) swap file and 12 KB free for saved games) ,1
Transient,3.60GHz Intel Core i3-4160,6 GB RAM,"NVIDIA GeForce GTX 480/570/670, ATI Radeon HD 5870/5850",Version 11,Windows 7 64-bit,15 GB available space,0
Transient,3.50GHz Intel Core i5-4690K or AMD FX-9370,8 GB RAM,NVIDIA GeForce GTX 960 or AMD Radeon R7 370,Version 11,Windows 7 64-bit and above,15 GB available space,1
Transistor,Dual Core CPU - 2.6ghz,4 GB RAM,1GB of VRAM: Intel HD 3000 GPU / AMD HD 5450 / Nvidia 9400 GT,,Windows 7 32-bit,3 GB available space,0
Transport Fever,Intel Core 2 Duo 3.0 GHz,4 GB RAM,"NVIDIA GeForce GTX 260, ATI Radeon HD 5670, 1 GB VRAM",,"Windows 7, 8 or 10 (64­bit)",12 GB available space,0
Transport Fever 2,Intel i5-2300 or AMD FX-6300,8 GB RAM,"NVIDIA GeForce GTX 560 or AMD Radeon HD 7850, 2 GB VRAM",,"Windows 7, 8 or 10 (64-bit)",,0
Transport Fever 2,Intel i7-4770k or AMD Ryzen 5 1600,16 GB RAM,"NVIDIA GeForce GTX 1060 or AMD Radeon RX 580, 4 GB VRAM",,"Windows 7, 8 or 10 (64-bit)",,1
Transport Giant,Pentium 3-500 Mhz,64 MB RAM,32 MB 3D graphics card,DirectX 8.1,Win98/Me/2000/XP,,0
Transport Giant,"Pentium 3-800Mhz (or better),",256 MB RAM,64 MB 3D graphics card,DirectX 8.1 (or higher),Win98/Me/XP,,1
TransRoad: USA,Intel Core i5-3570K 3.40 GHz or similar,8 GB RAM,Nvidia GeForce GTX 760 or similar,Version 10,Windows 7/8/10 (64 bit),6 GB available space,0
TransRoad: USA,Intel Core i5-7600 3.50 GHz or similar,12 GB RAM,Nvidia GTX 970 or similar,Version 10,Windows 7/8/10 (64-Bit),6 GB available space,1
Trap Labs,1 Ghz or faster processor,512 MB RAM,Graphics Card that supports OpenGL 2.1 or better,,Windows 7 or newer,200 MB available space,0
Trapped Dead,2 GHz,1GB RAM,Direct X 9.0c compatible with shader model 3.0 (onboard chipsets are not supported),Direct X 9.0c,"Microsoft® Windows XP®SP3,Vista®, 7","1,2 GB",0
Trash Sailors,2.6 GHz Dual Core,2 GB RAM,GeForce 8600GT,Version 10,"Windows 7 or later, 64-bit ",2 GB available space,0
Trash Squad,Athlon 64 X2 4200+ 2.20 Ghz,1 GB RAM,"512 MB, Shader Model 3.0 (GeForce 9600GT or greater)",Version 9.0c,Microsoft® Windows® XP / Vista / 7 / 8,500 MB available space,0
Traverser,2.0+ GHz multi-core processor,2 GB RAM,"ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher.",Version 9.0c,Windows Vista,3 GB available space,0
Traverser,Intel Core 2 Duo 2.4 GHz or AMD Athlon X2 2.7 GHz,4 GB RAM,"ATI Radeon 3870 or higher, Nvidia GeForce 8800 GT or higher.",Version 9.0c,Windows Vista/7/8,3 GB available space,1
Treasure Hunter Simulator,Intel Core i3 3.0 GHz,4 GB RAM,NVidia GeForce GTX 660 2GB VRAM,Version 11,Windows (64-bit) 7 or Newer,10 GB available space,0
Tree of Life,Core 2 Duo,2 GB RAM,"512MB Video Memory, Shader Model 5.0",Version 11,Windows 7 (64bit),5 GB available space,0
Tree of Life,Core i3,4 GB RAM,"1GB Video Memory, Shader Model 5.0",Version 11,Windows 7 or later (64bit),10 GB available space,1
Trek to Yomi,Intel Core i5-8250U / AMD Phenom II X4 965,8 GB RAM,GeForce MX150 (2048 VRAM) / Radeon R7 260X (2048 VRAM),,"Windows 7, 64-bit",11 GB available space,0
Trek to Yomi,Intel Core i7-4770S / AMD FX-9590,8 GB RAM,GeForce GTX 970 (4096 VRAM) / Radeon R9 390X (8192 VRAM),,"Windows 10, 64-bit",11 GB available space,1
Trepang2,Intel Core i5-2550K or AMD FX-8370,8 GB RAM,"NVIDIA GeForce GTX 760, 2 GB or AMD Radeon HD 7870, 2 GB or Intel Arc A380, 6 GB",Version 11,Windows 10 64 bit,35 GB available space,0
Trepang2,Intel Core i5-7600K or AMD Ryzen 5 2600X,8 GB RAM,"NVIDIA GeForce GTX 1060, 6 GB or AMD Radeon RX 590, 8 GB, or Intel Arc A750, 8 GB",Version 11,Windows 10 64 bit,35 GB available space,1
Trespassers,Intel i5,2 GB RAM (Recommended: 4 GB RAM),GeForce GTX 750,,Windows 7 64 bits (Recommended: Windows 10 64 bits),500 MB available space,0
Triad Wars,2.4GHz Intel i3 (or equivalent) - Intel HD 3000 integrated graphics (or equivalent),3GB,"DirectX 10/11, 512MB VRAM-, graphics board or more ATI Radeon HD 7670 / NVIDIA GeForce GTX 260",DirectX 10,Microsoft Windows Vista (service pack 2) / Windows 7: OS / Windows 8 - 64 bit,10GB,0
Triad Wars,Quad-Core Intel or AMD CPU,4GB,"DirectX 11, 1GB VRAM, NVIDIA or AMD ATI card, NVIDIA GeForce GTX 560 or ATI Radeon 6950",DirectX 11,Windows 7 64-bit + DirectX 11,15GB,1
Trials Evolution Gold Edition,Intel Core®2 Duo E6700 @ 2.6 GHz or AMD Athlon64 X2 6000+ @ 3.0Ghz,2 GB RAM,"DirectX® 10 compliant, 512 Mb video memory",10,Windows Vista SP2 or Windows 7,4 GB HD space,0
Trials Evolution Gold Edition,Quad-core Intel or AMD CPU,4 GB RAM,"DirectX® 11 compliant, 1024 Mb video memory",11,Windows 7 64-bit / Windows 8,5 GB HD space,1
Trials Fusion,Intel Core i3 550 @ 3.2 GHz or AMD Athlon II X4 620 @ 2.6 GHz,3 GB RAM,NVIDIA GeForce GTS450 or AMD Radeon HD5770 (1024MB VRAM with Shader Model 5.0 or higher),Version 11,"Windows Vista SP2, Windows 7 SP1, Windows 8 or Windows 8.1",8 GB available space,0
Trials Fusion,Intel Core i5 2400s @ 2.5 GHz or AMD Phenom II X4 955 @ 3.2 GHz,4 GB RAM,nVidia GeForce GTX 560 Ti or better / AMD Radeon HD7850 or better,Version 11,"Windows Vista SP2, Windows 7 SP1, Windows 8 or Windows 8.1",8 GB available space,1
Trials of Fire,Core i5 2.8 Ghz,4 GB RAM,Nvidia GTX 660 or AMD Radeon HD 7870 equivalent DX11 GPU,DX11,Windows 7/8/10 64-bit,3 GB available space,0
Trials of Mana,AMD A-Series 2.5GHz / Intel® Core™ i3 2.5GHz,4 GB RAM,AMD Radeon™ RX 460 / NVIDIA® GeForce® GTX 760,Version 11,Windows® 8.1 / 10 64-bit,20 GB available space,0
Trials of Mana,AMD Ryzen™ 3 1200 / Intel® Core™ i5 2.5GHz,8 GB RAM,AMD Radeon™ RX 470 / NVIDIA® GeForce® GTX 1050 Ti,Version 11,Windows® 8.1 / 10 64-bit,20 GB available space,1
Trials of the Blood Dragon,Intel i3 550 @ 3.2 GHz or AMD Athlon II X4 620 @ 2.6 GHz,4 GB,nVidia GeForce GTX460 or AMD Radeon HD5770 (1024MB VRAM with Shader Model 5.0),,Windows 7 SP1 or Windows 8.1 or Windows 10 (64bit versions),15 GB available space,0
Trials of the Blood Dragon,Intel Core i5 2400s @ 2.5 GHz or AMD Phenom II X4 955 @ 3.2 GHz,6 GB,"nVidia GeForce GTX 560Ti or AMD Radeon HD7850 or better (2GB VRAM or more, with Shader Model 5.0)",,Windows 7 SP1 or Windows 8.1 or Windows 10 (64bit versions),15 GB available space,1
Trials on Tatooine,Intel i5-4590 or equivalent,8 GB RAM,NVIDIA GTX 970,Version 11,Windows 7 SP1 or newer (64-bit OS required),5 GB available space,0
Trials on Tatooine,Intel i7-4790K or greater,16 GB RAM,NVIDIA GTX TITAN X,Version 11,Windows 7 SP1 or newer (64-bit OS required),5 GB available space,1
Trials Rising,"Intel Core i5-2400, AMD FX-4100",4 GB RAM,NVIDIA GeForce GTX 650 Ti or AMD Radeon HD 7770,Version 11,Windows 7/10 (64 bit only),23 GB available space,0
Trials Rising,"Intel Core i5-3470, AMD FX-6100",8 GB RAM,NVIDIA GeForce GTX 760 or AMD Radeon R9 270X,Version 11,Windows 7/10 (64 bit only),23 GB available space,1
TRIANGLE STRATEGY,AMD A8-7600 / Intel® Core™ i3-3210,4 GB RAM,AMD Radeon™ RX 460 / NVIDIA® GeForce® GTX 950 / Intel® Iris® Xe Graphics G7,Version 11,Windows® 8.1 / 10 64-bit,10 GB available space,0
TRIANGLE STRATEGY,AMD Ryzen™ 3 1200 / Intel® Core™ i5-6400,8 GB RAM,AMD Radeon™ RX 470 / NVIDIA® GeForce® GTX 1060 (3GB),Version 11,Windows® 8.1 / 10 64-bit,10 GB available space,1
Tribes of Midgard,Intel Quad Core i5-2300 or AMD FX-6300,8 GB RAM,Nvidia GeForce GTX 560 (1GB) or AMD Radeon HD 7770 (1GB),Version 11,Windows 7 64 Bits,8 GB available space,0
Tribes of Midgard,Intel Quad Core i5-2300 or AMD FX-6300,8 GB RAM,Nvidia GeForce GTX 780 Ti/970 (High Settings) and 1070 (Ultra Settings) or AMD R9 290/AMD RX480 (High Settings),Version 11,Windows 10 64 Bits,8 GB available space,1
