name,price,link,company,product_seq,image,category,rated_power,80plus_certification,eta_certification,lambda_certification,voltage_fluctuation,output_method,availability,pfc_circuit,pf_factor,fan_size,fan_number,bearing,output_12v,cable_connection,depth,main_power,sub_power,pcie_16pin,pcie_8pin,pcie_6pin,sata,ide_4,rgb_connector,feature,inside,protection,as_years,reg_date,bookmark
PNC PARTNER  EVEREST 600 Platinum 벌크,29260.0,https://prod.danawa.com/info/?pcode=6420148&cate=112777,PNC PARTNER,6420148,//img.danawa.com/prod_img/500000/148/420/img/6420148_1.jpg?shrink=330:*&_v=20210127144903,ATX 파워,400,,,,,,,,,120.0,1,,20.5,케이블일체형,150,24핀(20+4),8핀(4+4) 1개,,2.0,,4,4.0,,0,0,43,2,201808,
델타 UPS Agilon VX-600VA,105000.0,https://prod.danawa.com/info/?pcode=5870432&cate=112777,델타,5870432,//img.danawa.com/prod_img/500000/432/870/img/5870432_1.jpg?shrink=330:*&_v=20180206105146,UPS,,,,,,,,,,,,,,,280,,,,,,,,,0,0,0,,201802,
델타 UPS Agilon VX-1000VA,180000.0,https://prod.danawa.com/info/?pcode=5870421&cate=112777,델타,5870421,//img.danawa.com/prod_img/500000/421/870/img/5870421_1.jpg?shrink=330:*&_v=20180206105046,UPS,,,,,,,,,,,,,,,320,,,,,,,,,0,0,0,,201802,
오존컴퍼니 마이크로박스 DC to DC 200W + 24V 5A 120W (어댑터 포함),64990.0,https://prod.danawa.com/info/?pcode=19067243&cate=112777,오존컴퍼니,19067243,//img.danawa.com/prod_img/500000/243/067/img/19067243_1.jpg?shrink=330:*&_v=20230217164314,DC to DC,200,,,,,,,,,,,,,,,24핀(20+4),8핀(4+4) 1개,,,,1,1.0,,0,0,0,,202302,
셀텍 LR1204 DC to DC 120W 어댑터 미포함,18990.0,https://prod.danawa.com/info/?pcode=2105932&cate=112777,셀텍,2105932,//img.danawa.com/prod_img/500000/932/105/img/2105932_1.jpg?shrink=330:*&_v=20201007112655,DC to DC,,,,,,,,,,,,,4,,,24핀(20+4),,,,,1,1.0,,0,0,0,,201306,
오존컴퍼니 VIPER DC to DC 150W 12V/10A 120W 어댑터 포함,54700.0,https://prod.danawa.com/info/?pcode=10040568&cate=112777,오존컴퍼니,10040568,//img.danawa.com/prod_img/500000/568/040/img/10040568_1.jpg?shrink=330:*&_v=20201007112656,DC to DC,150,,,,,,,,,,,,,,,24핀,,,,,1,1.0,,0,0,0,,201912,
PNC PARTNER  EVEREST 600K RGB White 벌크,45050.0,https://prod.danawa.com/info/?pcode=9286992&cate=112777,PNC PARTNER,9286992,//img.danawa.com/prod_img/500000/992/286/img/9286992_1.jpg?shrink=330:*&_v=20210127143603,ATX 파워,600,,,,,+12V 싱글레일,,,,120.0,1,,40,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,66,0,43,3,201908,
현대파워 PRIME 650K 벌크,25000.0,https://prod.danawa.com/info/?pcode=9706308&cate=112777,현대파워,9706308,//img.danawa.com/prod_img/500000/308/706/img/9706308_1.jpg?shrink=330:*&_v=20210203151554,ATX 파워,300,,,,,+12V 싱글레일,68.0,,,120.0,1,,17,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,4,4.0,,0,0,13,1,201910,
+PLUS ATX GT-6000S 벌크,17120.0,https://prod.danawa.com/info/?pcode=5240215&cate=112777,+PLUS,5240215,//img.danawa.com/prod_img/500000/215/240/img/5240215_1.jpg?shrink=330:*&_v=20170707181544,ATX 파워,200,,,,,+12V 싱글레일,,,,120.0,1,,10,케이블일체형,140,24핀(20+4),,,,1.0,3,3.0,,0,0,0,1,201706,
+PLUS ATX GT-5000S 벌크,16330.0,https://prod.danawa.com/info/?pcode=1842030&cate=112777,+PLUS,1842030,//img.danawa.com/prod_img/500000/030/842/img/1842030_1.jpg?shrink=330:*&_v=20210315090920,ATX 파워,,,,,,,,,,120.0,1,,,케이블일체형,140,24핀(20+4),4핀 1개,,,,3,3.0,,0,0,171,1,201211,
TAGER JN600W GAMING 벌크,36000.0,https://prod.danawa.com/info/?pcode=20358233&cate=112777,TAGER,20358233,//img.danawa.com/prod_img/500000/233/358/img/20358233_1.jpg?shrink=330:*&_v=20230601164233,ATX 파워,600,,,,,+12V 싱글레일,84.0,액티브PFC,99.0,120.0,1,,42,,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,3.0,,10,0,43,3,202305,
에너맥스 RevoBron ERB700AWT 80Plus Bronze Gen2,102000.0,https://prod.danawa.com/info/?pcode=9559410&cate=112777,에너맥스,9559410,//img.danawa.com/prod_img/500000/410/559/img/9559410_1.jpg?shrink=330:*&_v=20210120112340,ATX 파워,700,80 PLUS 브론즈,,,,+12V 다중레일,,액티브PFC,99.0,,1,Twister,"35, 35",세미모듈러,140,24핀,,,4.0,,8,4.0,,24,6,111,3,201909,
포게임 RPO 600,38870.0,https://prod.danawa.com/info/?pcode=11432379&cate=112777,포게임,11432379,//img.danawa.com/prod_img/500000/379/432/img/11432379_1.jpg?shrink=330:*&_v=20210129150508,ATX 파워,600,,,,,+12V 싱글레일,87.0,,,120.0,1,,43.8,케이블일체형,170,24핀(20+4),8핀(4+4) 2개,,2.0,,6,2.0,,42,2,59,3,202005,
APC SMC1500IC,527000.0,https://prod.danawa.com/info/?pcode=17210957&cate=112777,APC,17210957,//img.danawa.com/prod_img/500000/957/210/img/17210957_1.jpg?shrink=330:*&_v=20220608154118,UPS,,,,,,,,,,,,,,,439,,,,,,,,,0,0,0,,202206,
FSP HYDRO G PRO 1000W 80PLUS Gold Full Modular (해외구매),325740.0,https://prod.danawa.com/info/?pcode=14709071&cate=112777,FSP,14709071,//img.danawa.com/prod_img/500000/071/709/img/14709071_1.jpg?shrink=330:*&_v=20210709162723,ATX 파워,1000,80 PLUS 골드,,,1.0,+12V 싱글레일,100.0,액티브PFC,90.0,120.0,1,FDB(유체),83.33,풀모듈러,150,24핀,8핀(4+4) 2개,,8.0,,14,5.0,,63,14,61,,201910,
Enhance ENP-7025B Tyan Korea 10개,750000.0,https://prod.danawa.com/info/?pcode=2685447&cate=112777,Enhance,2685447,//img.danawa.com/prod_img/500000/447/685/img/2685447_1.jpg?shrink=330:*&_v=20201007112657,Flex-ATX 파워,,80 PLUS 브론즈,,,,+12V 다중레일,,,,40.0,1,,"18, 18",케이블일체형,,24핀(20+4),,,,,2,2.0,,0,0,0,2,201407,
SilverStone Essential ST70F-ES230 700W 80PLUS STANDARD 아이보라,65790.0,https://prod.danawa.com/info/?pcode=5466156&cate=112777,SilverStone Essential,5466156,//img.danawa.com/prod_img/500000/156/466/img/5466156_1.jpg?shrink=330:*&_v=20210203173659,ATX 파워,700,80 PLUS 스탠다드,,,,+12V 싱글레일,92.0,액티브PFC,99.0,120.0,1,,54,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,4.0,,4,3.0,,0,0,41,5,201709,
XOCOM XO DC200 NO1 어댑터 미포함,51500.0,https://prod.danawa.com/info/?pcode=2006185&cate=112777,XOCOM,2006185,//img.danawa.com/prod_img/500000/185/006/img/2006185_1.jpg?shrink=330:*&_v=20201007112655,DC to DC,200,,,,,,,,,,,,9,,,24핀(20+4),,,,,1,1.0,,0,0,0,1,201304,
LM2596S DC-DC,660.0,https://prod.danawa.com/info/?pcode=13607063&cate=112777,,13607063,//img.danawa.com/prod_img/500000/063/607/img/13607063_1.jpg?shrink=330:*&_v=20210415134438,DC to DC,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,202103,
시소닉 SSP-750CM 80PLUS GOLD,160000.0,https://prod.danawa.com/info/?pcode=12941360&cate=112777,시소닉,12941360,//img.danawa.com/prod_img/500000/360/941/img/12941360_1.jpg?shrink=330:*&_v=20210215140541,ATX 파워,750,80 PLUS 골드,,,,+12V 싱글레일,99.0,액티브PFC,99.0,120.0,1,FDB(유체),62,세미모듈러,140,24핀(20+4),8+4+4핀 1개,,2.0,,6,6.0,,24,6,63,3,202012,
AONE 태왕 EP600L KC 벌크,23000.0,https://prod.danawa.com/info/?pcode=14814908&cate=112777,AONE,14814908,//img.danawa.com/prod_img/500000/908/814/img/14814908_1.jpg?shrink=330:*&_v=20220105101932,ATX 파워,230,,,,,+12V 싱글레일,,,,120.0,1,,12,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,,1.0,3,3.0,,0,0,0,1,201402,
PNC PARTNER  EVEREST 500EV 벌크,15040.0,https://prod.danawa.com/info/?pcode=6420059&cate=112777,PNC PARTNER,6420059,//img.danawa.com/prod_img/500000/059/420/img/6420059_1.jpg?shrink=330:*&_v=20210127145350,ATX 파워,230,,,,,,,,,120.0,1,,12,케이블일체형,150,24핀(20+4),4핀 1개,,,,4,2.0,,0,0,43,1,201808,
GSI DOHICH PREMIUM 600W V2.3,45000.0,https://prod.danawa.com/info/?pcode=5123847&cate=112777,GSI,5123847,//img.danawa.com/prod_img/500000/847/123/img/5123847_1.jpg?shrink=330:*&_v=20180719143658,ATX 파워,600,,,,,+12V 다중레일,,,,120.0,1,,"19, 19",케이블일체형,140,24핀(20+4),,,2.0,,4,4.0,,8,0,0,2,201705,
마이크로닉스 Classic II 풀체인지 700W 80PLUS 230V EU 벌크,82900.0,https://prod.danawa.com/info/?pcode=14677718&cate=112777,마이크로닉스,14677718,//img.danawa.com/prod_img/500000/718/677/img/14677718_1.jpg?shrink=330:*&_v=20210825153733,ATX 파워,700,80 PLUS 스탠다드,BRONZE,STANDARD,0.3,+12V 싱글레일,100.0,액티브PFC,99.0,120.0,1,LLS(Sleeve),58.3,케이블일체형,140,24핀(20+4),8+4+4핀 1개,,4.0,,6,4.0,,42,6,59,,202104,
COUGAR GEX 1050 80PLUS GOLD Full Modular,199000.0,https://prod.danawa.com/info/?pcode=15315212&cate=112777,COUGAR,15315212,//img.danawa.com/prod_img/500000/212/315/img/15315212_1.jpg?shrink=330:*&_v=20211104170915,ATX 파워,1050,80 PLUS 골드,,,,+12V 싱글레일,100.0,,,135.0,1,HDB/HYB,87.5,풀모듈러,180,24핀(20+4),8+4+4핀 1개,,8.0,,12,4.0,,3,14,63,10,202109,
KSTAR PRO2050,95000.0,https://prod.danawa.com/info/?pcode=13541231&cate=112777,KSTAR,13541231,//img.danawa.com/prod_img/500000/231/541/img/13541231_1.jpg?shrink=330:*&_v=20210308174551,UPS,,,,,,,,,,,,,,,298,,,,,,,,,0,0,0,,202103,
topower Guardian TOP-500DG Single Rail 80PLUS BRONZE,52000.0,https://prod.danawa.com/info/?pcode=10550589&cate=112777,topower,10550589,//img.danawa.com/prod_img/500000/589/550/img/10550589_1.jpg?shrink=330:*&_v=20210826132334,ATX 파워,500,80 PLUS 브론즈,,,,+12V 싱글레일,96.0,액티브PFC,99.0,140.0,1,EBR,40,케이블일체형,160,24핀(20+4),8핀(4+4) 1개,,4.0,,6,4.0,,40,6,63,7,202002,
셀텍 LR1204 DC to DC 150W 어댑터 미포함,20790.0,https://prod.danawa.com/info/?pcode=24713768&cate=112777,셀텍,24713768,//img.danawa.com/prod_img/500000/768/713/img/24713768_1.jpg?shrink=330:*&_v=20230731171951,DC to DC,,,,,,,,,,,,,8,,,24핀(20+4),,,,,1,1.0,,0,0,0,,202307,
에너맥스 MAXPRO II EMP500AGT-C 80Plus Standard 230V EU,45000.0,https://prod.danawa.com/info/?pcode=10417905&cate=112777,에너맥스,10417905,//img.danawa.com/prod_img/500000/905/417/img/10417905_1.jpg?shrink=330:*&_v=20210120111211,ATX 파워,500,80 PLUS 스탠다드,,,,,91.0,액티브PFC,99.0,120.0,1,,38,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,42,2,107,5,202001,
BABEL Sense 600PB V2.3 Blackbel Series 벌크,19980.0,https://prod.danawa.com/info/?pcode=6338676&cate=112777,BABEL,6338676,//img.danawa.com/prod_img/500000/676/338/img/6338676_1.jpg?shrink=330:*&_v=20210204180746,ATX 파워,250,,,,,+12V 싱글레일,,,,120.0,1,,11,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,,1.0,3,3.0,,8,0,0,,201807,
현대파워 PRIME 700K 벌크,27940.0,https://prod.danawa.com/info/?pcode=9706407&cate=112777,현대파워,9706407,//img.danawa.com/prod_img/500000/407/706/img/9706407_1.jpg?shrink=330:*&_v=20211221151851,ATX 파워,400,,,,,+12V 다중레일,75.0,,,120.0,1,,"12 , 13",케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,4,4.0,,0,0,13,1,201910,
REX COOL SILENT LS2-600,33790.0,https://prod.danawa.com/info/?pcode=6435147&cate=112777,REX COOL,6435147,//img.danawa.com/prod_img/500000/147/435/img/6435147_1.jpg?shrink=330:*&_v=20210203140657,ATX 파워,230,,,,,+12V 싱글레일,62.0,,,120.0,1,,12,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,,1.0,4,4.0,,0,0,43,2,201809,
이도디스플레이 ICE-MAN 600AL V2.3 벌크,27000.0,https://prod.danawa.com/info/?pcode=1540915&cate=112777,이도디스플레이 ICE-MAN,1540915,//img.danawa.com/prod_img/500000/915/540/img/1540915_1.jpg?shrink=330:*&_v=20210203131639,ATX 파워,300,,,,,,,,,120.0,1,,15,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,1.0,1.0,4,4.0,,10,0,43,2,201111,
CORSAIR RM850e,182400.0,https://prod.danawa.com/info/?pcode=18631820&cate=112777,CORSAIR,18631820,//img.danawa.com/prod_img/500000/820/631/img/18631820_1.jpg?shrink=330:*&_v=20221230111143,ATX 파워,850,80 PLUS 골드,PLATINUM,A-,,+12V 싱글레일,100.0,,,120.0,1,Rifle,70.8,풀모듈러,150,24핀 1개,8핀(4+4) 2개,,3.0,,11,,,51,10,0,7,202212,
써멀테이크 스마트 RGB 700W Standard,74500.0,https://prod.danawa.com/info/?pcode=6203485&cate=112777,써멀테이크,6203485,//img.danawa.com/prod_img/500000/485/203/img/6203485_1.jpg?shrink=330:*&_v=20210202180901,ATX 파워,700,80 PLUS 스탠다드,,,,+12V 싱글레일,92.0,액티브PFC,99.0,120.0,1,,54,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,6,5.0,,72,3,47,6,201806,
BABEL ECO 620BG V2.3 Silverbel Series 벌크,26000.0,https://prod.danawa.com/info/?pcode=2416292&cate=112777,BABEL,2416292,//img.danawa.com/prod_img/500000/292/416/img/2416292_1.jpg?shrink=330:*&_v=20210204181350,ATX 파워,280,,,,,+12V 싱글레일,,,,120.0,1,,,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,,1.0,3,3.0,,8,0,0,,201401,
BABEL BM-600VP PFC Double Forward Silverbel Series,38950.0,https://prod.danawa.com/info/?pcode=15444635&cate=112777,BABEL,15444635,//img.danawa.com/prod_img/500000/635/444/img/15444635_1.jpg?shrink=330:*&_v=20211019112524,ATX 파워,600,,,,,+12V 싱글레일,,액티브PFC,,120.0,1,,,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,10,0,59,,202110,
FSP HYDRO PTM PRO 1000W 80PLUS PLATINUM Full Modular,267000.0,https://prod.danawa.com/info/?pcode=12257255&cate=112777,FSP,12257255,//img.danawa.com/prod_img/500000/255/257/img/12257255_1.jpg?shrink=330:*&_v=20210106161546,ATX 파워,1000,80 PLUS 플레티넘,,,1.0,+12V 싱글레일,100.0,액티브PFC,,135.0,1,FDB(유체),83.3,풀모듈러,190,24핀,8핀(4+4) 3개,,8.0,,14,5.0,,63,14,63,10,202009,
써멀테이크 TR2 S 500W 230V EU Standard,44900.0,https://prod.danawa.com/info/?pcode=6953698&cate=112777,써멀테이크,6953698,//img.danawa.com/prod_img/500000/698/953/img/6953698_1.jpg?shrink=330:*&_v=20210202181220,ATX 파워,500,80 PLUS 스탠다드,,,,+12V 싱글레일,84.0,액티브PFC,99.0,120.0,1,,35,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,4.0,,10,1,47,6,201901,
BABEL DOM 600EX V2.3 Silverbel Series,30000.0,https://prod.danawa.com/info/?pcode=3196661&cate=112777,BABEL,3196661,//img.danawa.com/prod_img/500000/661/196/img/3196661_1.jpg?shrink=330:*&_v=20210204180903,ATX 파워,,,,,,+12V 싱글레일,,,,120.0,1,,15,케이블일체형,,24핀(20+4),4핀 1개,,,,3,3.0,,8,0,0,,201505,
FSP FSP2000-A0AGPBI,880820.0,https://prod.danawa.com/info/?pcode=6425060&cate=112777,FSP,6425060,//img.danawa.com/prod_img/500000/060/425/img/6425060_1.jpg?shrink=330:*&_v=20210512153358,ATX 파워,2000,80 PLUS 플레티넘,,,,+12V 다중레일,,액티브PFC,,135.0,1,볼,30,풀모듈러,200,24핀(20+4),8핀(4+4) 2개,,8.0,,2,2.0,,16,0,0,2,201808,
APC SRV3KI,1122000.0,https://prod.danawa.com/info/?pcode=13951031&cate=112777,APC,13951031,//img.danawa.com/prod_img/500000/031/951/img/13951031_1.jpg?shrink=330:*&_v=20210420155213,UPS,,,,,,,,,,,,,,,125,,,,,,,,,0,0,0,,202104,
WEED W600ZB6P,17690.0,https://prod.danawa.com/info/?pcode=3487572&cate=112777,WEED,3487572,//img.danawa.com/prod_img/500000/572/487/img/3487572_1.jpg?shrink=330:*&_v=20170412150259,ATX 파워,230,,,,,+12V 싱글레일,,,,120.0,1,,14,케이블일체형,,24핀(20+4),,,,1.0,3,3.0,,0,0,0,,201510,
이도디스플레이 HELIOS 500RW V2.3 벌크,29000.0,https://prod.danawa.com/info/?pcode=19093634&cate=112777,이도디스플레이,19093634,//img.danawa.com/prod_img/500000/634/093/img/19093634_1.jpg?shrink=330:*&_v=20230224075517,ATX 파워,500,,,,,+12V 다중레일,,,,120.0,1,,31,케이블일체형,140,24핀(20+4) x1,8핀(4+4) 1개,,2.0,,5,3.0,,10,0,43,5,202302,
포게임 ECOMASTER ECO 600 STANDARD,49990.0,https://prod.danawa.com/info/?pcode=17523098&cate=112777,포게임,17523098,//img.danawa.com/prod_img/500000/098/523/img/17523098_1.jpg?shrink=330:*&_v=20220725093139,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,85.0,,,120.0,1,,46,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,2.0,,42,2,43,5,202207,
앱코 ABKONCORE MT 500W 80PLUS Standard 230V EU,37500.0,https://prod.danawa.com/info/?pcode=16990049&cate=112777,앱코,16990049,//img.danawa.com/prod_img/500000/049/990/img/16990049_1.jpg?shrink=330:*&_v=20220506104328,ATX 파워,500,80 PLUS 스탠다드,,,,+12V 싱글레일,90.0,액티브PFC,99.0,120.0,1,,38,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,4,2.0,,32,1,43,7,202205,
라이트컴 COMS 릴레이형 듀얼파워 커넥터 IE870,5310.0,https://prod.danawa.com/info/?pcode=5697447&cate=112777,라이트컴 COMS,5697447,//img.danawa.com/prod_img/500000/447/697/img/5697447_1.jpg?shrink=330:*&_v=20171201162903,전용 액세서리,,,,,,,,,,,,,,,,24핀,,,,,,,,0,0,0,,201712,
이도디스플레이 ICE-MAN M450W V2.2 KC 벌크,20710.0,https://prod.danawa.com/info/?pcode=4451352&cate=112777,이도디스플레이 ICE-MAN,4451352,//img.danawa.com/prod_img/500000/352/451/img/4451352_1.jpg?shrink=330:*&_v=20210204160300,M-ATX(SFX) 파워,200,,,,,,,,,80.0,1,,9,케이블일체형,,24핀(20+4),,,,,3,3.0,,0,0,0,1,201609,
케이씨커머스 ANYZEN AT-500A,12500.0,https://prod.danawa.com/info/?pcode=3146496&cate=112777,케이씨커머스 ANYZEN,3146496,//img.danawa.com/prod_img/500000/496/146/img/3146496_1.jpg?shrink=330:*&_v=20150924155254,ATX 파워,200,,,,,+12V 싱글레일,,,,120.0,1,,12,케이블일체형,,24핀(20+4),,,,,3,3.0,,8,0,0,1,201504,
WEED W500-ORIGIN,15900.0,https://prod.danawa.com/info/?pcode=2453165&cate=112777,WEED,2453165,//img.danawa.com/prod_img/500000/165/453/img/2453165_1.jpg?shrink=330:*&_v=20170412150122,ATX 파워,230,,,,,,,,,120.0,1,,13,케이블일체형,,24핀(20+4),,,,1.0,3,3.0,,0,0,0,,201402,
COUGAR XTC600 80PLUS STANDARD 230V EU,41280.0,https://prod.danawa.com/info/?pcode=11318289&cate=112777,COUGAR,11318289,//img.danawa.com/prod_img/500000/289/318/img/11318289_1.jpg?shrink=330:*&_v=20210129154433,ATX 파워,600,80 PLUS 스탠다드,,,,+12V 싱글레일,98.0,액티브PFC,99.0,120.0,1,,49,케이블일체형,,24핀(20+4),8핀(4+4) 1개,,2.0,,6,2.0,,32,1,47,5,202005,
PNC PARTNER  EVEREST 600W PLUS,36890.0,https://prod.danawa.com/info/?pcode=8673134&cate=112777,PNC PARTNER,8673134,//img.danawa.com/prod_img/500000/134/673/img/8673134_1.jpg?shrink=330:*&_v=20210127144135,ATX 파워,600,,,,,+12V 싱글레일,,,,120.0,1,,40,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,2.0,,5,3.0,,2,0,43,3,201907,
델타 GPS-750FB 80PLUS PLATINUM,,https://prod.danawa.com/info/?pcode=5282186&cate=112777,델타,5282186,//img.danawa.com/prod_img/500000/186/282/img/5282186_1.jpg?shrink=330:*&_v=20210826124102,ATX 파워,750,80 PLUS 플레티넘,,,,+12V 다중레일,,액티브PFC,99.0,120.0,1,Rifle,"45, 45",케이블일체형,155,24핀(20+4),8핀(4+4) 1개,,6.0,,9,6.0,,26,0,53,7,201706,
델타 RT-20K,12000000.0,https://prod.danawa.com/info/?pcode=20628437&cate=112777,델타,20628437,//img.danawa.com/prod_img/500000/437/628/img/20628437_1.jpg?shrink=330:*&_v=20230621125431,UPS,,,,,,,,,,,,,,,760,,,,,,,,,0,0,0,,202306,
ADATA XPG CORE REACTOR 650W GOLD,124110.0,https://prod.danawa.com/info/?pcode=11576765&cate=112777,ADATA,11576765,//img.danawa.com/prod_img/500000/765/576/img/11576765_1.jpg?shrink=330:*&_v=20200626123547,ATX 파워,650,80 PLUS 골드,,,,+12V 싱글레일,,,,120.0,1,FDB(유체),54.1,풀모듈러,140,24핀(20+4),,,4.0,,12,4.0,,32,0,0,10,202006,
셀텍 LR1108 150W Plug Type 파워어댑터 미포함,24490.0,https://prod.danawa.com/info/?pcode=2923215&cate=112777,셀텍,2923215,//img.danawa.com/prod_img/500000/215/923/img/2923215_1.jpg?shrink=330:*&_v=20201007112655,DC to DC,150,,,,,,,,,,,,8,,,24핀(20+4),,,,,1,1.0,,0,0,0,,201412,
APC SMC 1500i (Smart-UPS C 1500i),526990.0,https://prod.danawa.com/info/?pcode=2722877&cate=112777,APC,2722877,//img.danawa.com/prod_img/500000/877/722/img/2722877_1.jpg?shrink=330:*&_v=20170412152705,UPS,,,,,,,,,,,,,,,439,,,,,,,,,0,0,0,,201407,
GSI DOHICH VT-600 TITANIUM,34880.0,https://prod.danawa.com/info/?pcode=5023699&cate=112777,GSI,5023699,//img.danawa.com/prod_img/500000/699/023/img/5023699_1.jpg?shrink=330:*&_v=20180719143809,ATX 파워,350,,,,,+12V 다중레일,,,,120.0,1,,"10, 10",케이블일체형,140,24핀(20+4),,,2.0,,5,3.0,,8,0,0,2,201703,
NCTOP DC-DC GM-120 SH,29150.0,https://prod.danawa.com/info/?pcode=5694746&cate=112777,NCTOP,5694746,//img.danawa.com/prod_img/500000/746/694/img/5694746_1.jpg?shrink=330:*&_v=20171201104120,DC to DC,120,,,,,+12V 싱글레일,,,,,,,,,,24핀,,,,,1,,,0,0,0,,201712,
APC SMT3000I,1597000.0,https://prod.danawa.com/info/?pcode=3838232&cate=112777,APC,3838232,//img.danawa.com/prod_img/500000/232/838/img/3838232_1.jpg?shrink=330:*&_v=20160307095730,UPS,,,,,,,,,,,,,,,544,,,,,,,,,0,0,0,,201603,
델타 N-1K,486000.0,https://prod.danawa.com/info/?pcode=3610126&cate=112777,델타,3610126,//img.danawa.com/prod_img/500000/126/610/img/3610126_1.jpg?shrink=330:*&_v=20230620132617,UPS,,,,,,,,,,,,,,,320,,,,,,,,,0,0,0,,201512,
AcBEL M88-900 아이보라,,https://prod.danawa.com/info/?pcode=4385584&cate=112777,AcBEL,4385584,//img.danawa.com/prod_img/500000/584/385/img/4385584_1.jpg?shrink=330:*&_v=20190131095435,ATX 파워,900,80 PLUS 실버,,,,+12V 다중레일,,액티브PFC,,125.0,1,,"25, 25, 25, 28, 28",세미모듈러,199,24핀(20+4),,,6.0,,12,5.0,,24,0,0,3,201608,
APC SMT750I,450000.0,https://prod.danawa.com/info/?pcode=3838359&cate=112777,APC,3838359,//img.danawa.com/prod_img/500000/359/838/img/3838359_1.jpg?shrink=330:*&_v=20170412153056,UPS,,,,,,,,,,,,,,,363,,,,,,,,,0,0,0,,201603,
HOPELY 600A 벌크,15490.0,https://prod.danawa.com/info/?pcode=4897140&cate=112777,HOPELY,4897140,//img.danawa.com/prod_img/500000/140/897/img/4897140_1.jpg?shrink=330:*&_v=20230220141639,ATX 파워,200,,,,,+12V 싱글레일,,,,120.0,1,,10,케이블일체형,,24핀(20+4),4핀 1개,,,,3,3.0,,8,0,43,1,201702,
시소닉 A12 STANDARD 230V EU SSR-600RA LLC 벌크,61000.0,https://prod.danawa.com/info/?pcode=12880145&cate=112777,시소닉,12880145,//img.danawa.com/prod_img/500000/145/880/img/12880145_1.jpg?shrink=330:*&_v=20210709160237,ATX 파워,600,80 PLUS 스탠다드,,,0.7,+12V 싱글레일,96.0,액티브PFC,99.0,120.0,1,Sleeve,48,케이블일체형,140,24핀(20+4),8+4핀 1개,,4.0,,6,3.0,,42,9,635,,202005,
APC SMT3000RMI 2U,2261000.0,https://prod.danawa.com/info/?pcode=3838175&cate=112777,APC,3838175,//img.danawa.com/prod_img/500000/175/838/img/3838175_1.jpg?shrink=330:*&_v=20170412153041,UPS,,,,,,,,,,,,,,,683,,,,,,,,,0,0,0,,201603,
PNC PARTNER  EVEREST 1600AP VER.S 벌크,128990.0,https://prod.danawa.com/info/?pcode=18826778&cate=112777,PNC PARTNER,18826778,//img.danawa.com/prod_img/500000/778/826/img/18826778_1.jpg?shrink=330:*&_v=20230125090302,ATX 파워,1600,,,,,+12V 싱글레일,,액티브PFC,99.0,140.0,1,2볼,124,케이블일체형,185,24핀(20+4),8핀(4+4) 4개,,8.0,,10,4.0,,2,4,37,3,202301,
오존컴퍼니 마이크로박스 DC to DC 200W+19V 6.32A 120W (어댑터포함),64410.0,https://prod.danawa.com/info/?pcode=16493309&cate=112777,오존컴퍼니,16493309,//img.danawa.com/prod_img/500000/309/493/img/16493309_1.jpg?shrink=330:*&_v=20220228090738,DC to DC,200,,,,,,,,,,,,,,,24핀,8핀(4+4) 1개,,,,1,1.0,,0,0,0,,202202,
이도디스플레이 ICE-MAN 500L V2.2 KC,16000.0,https://prod.danawa.com/info/?pcode=4451343&cate=112777,이도디스플레이 ICE-MAN,4451343,//img.danawa.com/prod_img/500000/343/451/img/4451343_1.jpg?shrink=330:*&_v=20210203130939,ATX 파워,200,,,,,,,,,120.0,1,,10,케이블일체형,140,24핀(20+4),4핀 1개,,,,3,3.0,,0,0,43,1,201609,
PNC PARTNER  EVEREST 300W PLUS BLACK,27000.0,https://prod.danawa.com/info/?pcode=11925145&cate=112777,PNC PARTNER,11925145,//img.danawa.com/prod_img/500000/145/925/img/11925145_1.jpg?shrink=330:*&_v=20210127140425,ATX 파워,300,,,,,+12V 싱글레일,,,,120.0,1,,14.5,케이블일체형,140,24핀(20+4),8핀(4+4) 1개,,1.0,,4,4.0,,0,0,43,3,202007,
