name,price,link,company,product_seq,image,cpu_socket,chipset,form_factor,memory_type,memory_number,memory_capacity,xmp,expo,sata3_number,m2_number,m2_interface,m2_formfactor,pcie_version,vga_connection,wireless_lan,wired_lan_speed,phase,graphic_output,back_panel,io_header,feature,reg_date,bookmark
ASUS TUF Gaming B760M-PLUS WIFI 인텍앤컴퍼니,230390,https://prod.danawa.com/info/?pcode=19772786&cate=112751,ASUS,19772786,//img.danawa.com/prod_img/500000/786/772/img/19772786_1.jpg?shrink=330:*&_v=20230915162733,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,,4,2,10,14,24,PCIe5.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3252,75,202304,
MSI PRO H610M-C EX,115680,https://prod.danawa.com/info/?pcode=16637543&cate=112751,MSI,16637543,//img.danawa.com/prod_img/500000/543/637/img/16637543_1.jpg?shrink=330:*&_v=20230808173634,인텔(소켓1700),인텔 H610,M-ATX (24.4x22.0cm),DDR5,2,96,,,4,1,7,14,13,PCIe4.0 x16,0,10.0,,30,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2 / 시리얼포트,8240,64,202203,
ASUS ROG STRIX B550-A GAMING 대원씨티에스,208650,https://prod.danawa.com/info/?pcode=11934316&cate=112751,ASUS,11934316,//img.danawa.com/prod_img/500000/316/934/img/11934316_1.jpg?shrink=330:*&_v=20220712091916,AMD(소켓AM4),AMD B550,ATX (30.5x24.4cm),DDR4,4,128,,,6,2,7,46,12,PCIe4.0 x16,0,25.0,14.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3122,72,202007,
ASUS PRIME B550M-A 대원씨티에스,117040,https://prod.danawa.com/info/?pcode=11574458&cate=112751,ASUS,11574458,//img.danawa.com/prod_img/500000/458/574/img/11574458_1.jpg?shrink=330:*&_v=20221220153605,AMD(소켓AM4),AMD B550,M-ATX (24.4x24.4cm),DDR4,4,128,,,4,2,7,46,12,PCIe4.0 x16,0,10.0,,26,USB 3.1 / USB 3.0 / RJ-45 / 오디오잭 / PS/2,11312,64,202006,
MSI MAG Z790 토마호크 WIFI,478800,https://prod.danawa.com/info/?pcode=18167699&cate=112751,MSI,18167699,//img.danawa.com/prod_img/500000/699/167/img/18167699_1.jpg?shrink=330:*&_v=20230808170758,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,192,2.0,,7,4,11,46,28,PCIe5.0 x16,3,25.0,18.0,6,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202211,
ASRock B650 PG Lightning 대원씨티에스,256560,https://prod.danawa.com/info/?pcode=17971598&cate=112751,ASRock,17971598,//img.danawa.com/prod_img/500000/598/971/img/17971598_1.jpg?shrink=330:*&_v=20221012092025,AMD(소켓AM5),AMD B650,ATX (30.5x24.4cm),DDR5,4,128,1.0,1.0,4,3,26,8,8,PCIe4.0 x16,4,25.0,17.0,2,USB 3.2 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,11440,77,202210,
GIGABYTE A620M S2H 피씨디렉트,123360,https://prod.danawa.com/info/?pcode=20231597&cate=112751,GIGABYTE,20231597,//img.danawa.com/prod_img/500000/597/231/img/20231597_1.jpg?shrink=330:*&_v=20230518170053,AMD(소켓AM5),AMD A620,M-ATX (23x22.5cm),DDR5,2,96,1.0,1.0,4,1,10,16,12,PCIe4.0 x16,0,10.0,9.0,22,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2 / BIOS 플래시백,11312,64,202305,
MSI PRO H610M-E DDR4,96980,https://prod.danawa.com/info/?pcode=18109313&cate=112751,MSI,18109313,//img.danawa.com/prod_img/500000/313/109/img/18109313_1.jpg?shrink=330:*&_v=20221228080435,인텔(소켓1700),인텔 H610,M-ATX (23.6x20cm),DDR4,2,64,,,4,1,6,14,12,PCIe4.0 x16,0,10.0,,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,9264,64,202210,
ASRock B550M Phantom Gaming 4 디앤디컴,120250,https://prod.danawa.com/info/?pcode=12487823&cate=112751,ASRock,12487823,//img.danawa.com/prod_img/500000/823/487/img/12487823_1.jpg?shrink=330:*&_v=20221116090143,AMD(소켓AM4),AMD B550,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,7,8,12,PCIe4.0 x16,0,10.0,8.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11312,64,202010,
ASUS PRIME A620M-A 대원씨티에스,156460,https://prod.danawa.com/info/?pcode=19926611&cate=112751,ASUS,19926611,//img.danawa.com/prod_img/500000/611/926/img/19926611_1.jpg?shrink=330:*&_v=20230508144752,AMD(소켓AM5),AMD A620,M-ATX (24.4x24.4cm),DDR5,4,128,,1.0,4,2,10,14,12,PCIe4.0 x16,0,10.0,,22,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11568,65,202304,
ASUS TUF Gaming B650M-E WIFI 대원씨티에스,230490,https://prod.danawa.com/info/?pcode=21427535&cate=112751,ASUS,21427535,//img.danawa.com/prod_img/500000/535/427/img/21427535_1.jpg?shrink=330:*&_v=20230706172836,AMD(소켓AM5),AMD B650,M-ATX (24.4x24.4cm),DDR5,4,128,,1.0,4,2,26,14,8,PCIe4.0 x16,3,25.0,10.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2 / BIOS 플래시백,3376,75,202307,
GIGABYTE B760M AORUS ELITE AX 피씨디렉트,214010,https://prod.danawa.com/info/?pcode=18651506&cate=112751,GIGABYTE,18651506,//img.danawa.com/prod_img/500000/506/651/img/18651506_1.jpg?shrink=330:*&_v=20230117151126,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,2.0,,4,2,10,40,8,PCIe4.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11441,91,202301,
ASUS ProArt Z790-CREATOR WIFI 인텍앤컴퍼니,773560,https://prod.danawa.com/info/?pcode=18841790&cate=112751,ASUS,18841790,//img.danawa.com/prod_img/500000/790/841/img/18841790_1.jpg?shrink=330:*&_v=20230126104743,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,1.0,,8,4,11,46,24,PCIe5.0 x16,3,100.0,17.0,3,USB 3.1 / 썬더볼트4 / RJ-45 / 오디오잭,11376,75,202301,
ASRock B550M PRO4 에즈윈,136980,https://prod.danawa.com/info/?pcode=11572991&cate=112751,ASRock,11572991,//img.danawa.com/prod_img/500000/991/572/img/11572991_1.jpg?shrink=330:*&_v=20210730152050,AMD(소켓AM4),AMD B550,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,6,2,7,9,14,PCIe4.0 x16,4,10.0,8.0,22,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11312,72,202006,
ASRock B560M-HDV/M.2 에즈윈,90940,https://prod.danawa.com/info/?pcode=19844990&cate=112751,ASRock,19844990,//img.danawa.com/prod_img/500000/990/844/img/19844990_1.jpg?shrink=330:*&_v=20230419131907,인텔(소켓1200),인텔 B560,M-ATX (22.6x18.8cm),DDR4,2,64,1.0,,4,1,6,8,12,PCIe4.0 x16,0,10.0,5.0,26,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,64,202304,
GIGABYTE Z790 AORUS ELITE AX 피씨디렉트,387690,https://prod.danawa.com/info/?pcode=18261176&cate=112751,GIGABYTE,18261176,//img.danawa.com/prod_img/500000/176/261/img/18261176_1.jpg?shrink=330:*&_v=20221111175433,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,1.0,,6,4,11,40,28,PCIe5.0 x16,3,25.0,19.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202211,
ASUS ROG STRIX B650E-F GAMING WIFI STCOM,411950,https://prod.danawa.com/info/?pcode=18173051&cate=112751,ASUS,18173051,//img.danawa.com/prod_img/500000/051/173/img/18173051_1.jpg?shrink=330:*&_v=20221102175819,AMD(소켓AM5),AMD B650E,ATX (30.5x24.4cm),DDR5,4,128,,1.0,4,3,26,46,28,PCIe5.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,3248,91,202211,
ASRock A620M Pro RS 에즈윈,171330,https://prod.danawa.com/info/?pcode=19755455&cate=112751,ASRock,19755455,//img.danawa.com/prod_img/500000/455/755/img/19755455_1.jpg?shrink=330:*&_v=20230511165617,AMD(소켓AM5),AMD A620,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,1.0,4,3,14,8,8,PCIe4.0 x16,4,10.0,9.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,11568,91,202304,
GIGABYTE Z790 AORUS ELITE AX 제이씨현,392900,https://prod.danawa.com/info/?pcode=18264857&cate=112751,GIGABYTE,18264857,//img.danawa.com/prod_img/500000/857/264/img/18264857_1.jpg?shrink=330:*&_v=20221114140502,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,1.0,,6,4,11,40,28,PCIe5.0 x16,3,25.0,19.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202211,
GIGABYTE B650 AORUS ELITE AX 피씨디렉트,320390,https://prod.danawa.com/info/?pcode=17970146&cate=112751,GIGABYTE,17970146,//img.danawa.com/prod_img/500000/146/970/img/17970146_1.jpg?shrink=330:*&_v=20230913151855,AMD(소켓AM5),AMD B650,ATX (30.5x24.4cm),DDR5,4,192,1.0,1.0,4,3,26,72,12,PCIe4.0 x16,3,25.0,17.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,11376,73,202210,
GIGABYTE Z790 AORUS TACHYON 피씨디렉트,848990,https://prod.danawa.com/info/?pcode=18584546&cate=112751,GIGABYTE,18584546,//img.danawa.com/prod_img/500000/546/584/img/18584546_1.jpg?shrink=330:*&_v=20221223161303,인텔(소켓1700),인텔 Z790,E-ATX (30.5x27.0cm),DDR5,2,64,1.0,,4,4,11,40,20,PCIe5.0 x16,3,25.0,18.0,2,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭 / PS/2,3192,89,202212,
ASUS PRIME Z790-P-CSM 코잇,369940,https://prod.danawa.com/info/?pcode=18054803&cate=112751,ASUS,18054803,//img.danawa.com/prod_img/500000/803/054/img/18054803_1.jpg?shrink=330:*&_v=20230627160321,인텔(소켓1700),인텔 Z790,ATX (30.5x23.4cm),DDR5,4,128,1.0,,4,3,11,46,28,PCIe5.0 x16,4,25.0,15.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11444,75,202210,
ASUS TUF Gaming X670E-PLUS WIFI STCOM,430000,https://prod.danawa.com/info/?pcode=17926745&cate=112751,ASUS,17926745,//img.danawa.com/prod_img/500000/745/926/img/17926745_1.jpg?shrink=330:*&_v=20220927220211,AMD(소켓AM5),AMD X670E,ATX (30.5x24.4cm),DDR5,4,128,,1.0,4,4,31,46,24,PCIe5.0 x16,3,25.0,16.0,6,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / 오디오잭,3252,90,202209,
MSI MPG B650I 엣지 WIFI,,https://prod.danawa.com/info/?pcode=18448628&cate=112751,MSI,18448628,//img.danawa.com/prod_img/500000/628/448/img/18448628_1.jpg?shrink=330:*&_v=20230908100031,AMD(소켓AM5),AMD B650,M-iTX (17.0x17.0cm),DDR5,2,96,,1.0,4,2,10,12,8,PCIe4.0 x16,3,25.0,11.0,2,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / 오디오잭,10416,75,202212,
ASUS ROG MAXIMUS XIII EXTREME GLACIAL 코잇,801830,https://prod.danawa.com/info/?pcode=13980314&cate=112751,ASUS,13980314,//img.danawa.com/prod_img/500000/314/980/img/13980314_1.jpg?shrink=330:*&_v=20210812171550,인텔(소켓1200),인텔 Z590,E-ATX (30.5x27.7cm),DDR4,4,128,1.0,,6,5,15,46,14,PCIe4.0 x16,3,100.0,20.0,2,USB 3.1 / 썬더볼트4 / RJ-45 / S/PDIF / 오디오잭,3312,88,202104,
MSI B450M-A PRO 맥스,74000,https://prod.danawa.com/info/?pcode=9480156&cate=112751,MSI,9480156,//img.danawa.com/prod_img/500000/156/480/img/9480156_1.jpg?shrink=330:*&_v=20230809094050,AMD(소켓AM4),AMD B450,M-ATX (23.6x20.0cm),DDR4,2,32,,,4,1,7,46,6,PCIe3.0 x16,0,10.0,,10,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,0,320,201909,
ASRock B660M Pro RS D4 디앤디컴,144152,https://prod.danawa.com/info/?pcode=16094585&cate=112751,ASRock,16094585,//img.danawa.com/prod_img/500000/585/094/img/16094585_1.jpg?shrink=330:*&_v=20221221143349,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,15,14,14,PCIe4.0 x16,4,10.0,8.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11569,88,202201,
ASRock B650M PG Riptide 에즈윈,229308,https://prod.danawa.com/info/?pcode=17971253&cate=112751,ASRock,17971253,//img.danawa.com/prod_img/500000/253/971/img/17971253_1.jpg?shrink=330:*&_v=20221025101056,AMD(소켓AM5),AMD B650,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,1.0,4,2,26,12,12,PCIe4.0 x16,0,25.0,15.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,11569,93,202210,
ASRock B650M-HDV/M.2 에즈윈,171856,https://prod.danawa.com/info/?pcode=19536692&cate=112751,ASRock,19536692,//img.danawa.com/prod_img/500000/692/536/img/19536692_1.jpg?shrink=330:*&_v=20230405093714,AMD(소켓AM5),AMD B650,M-ATX (24.4x22.6cm),DDR5,2,64,1.0,1.0,4,2,26,12,8,PCIe4.0 x16,4,25.0,11.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,8369,77,202303,
ASUS TUF Gaming A620M-PLUS 대원씨티에스,162140,https://prod.danawa.com/info/?pcode=19926731&cate=112751,ASUS,19926731,//img.danawa.com/prod_img/500000/731/926/img/19926731_1.jpg?shrink=330:*&_v=20230425145431,AMD(소켓AM5),AMD A620,M-ATX (24.4x24.4cm),DDR5,4,128,,1.0,4,2,10,14,12,PCIe4.0 x16,0,25.0,,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,3376,65,202304,
MSI MPG B650 엣지 WIFI,449430,https://prod.danawa.com/info/?pcode=18172115&cate=112751,MSI,18172115,//img.danawa.com/prod_img/500000/115/172/img/18172115_1.jpg?shrink=330:*&_v=20230908095939,AMD(소켓AM5),AMD B650,ATX (30.5x24.4cm),DDR5,4,192,,1.0,6,3,26,12,12,PCIe4.0 x16,3,25.0,17.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202211,
GIGABYTE A520M K V2 제이씨현,74200,https://prod.danawa.com/info/?pcode=20459081&cate=112751,GIGABYTE,20459081,//img.danawa.com/prod_img/500000/081/459/img/20459081_1.jpg?shrink=330:*&_v=20230608091840,AMD(소켓AM4),AMD A520,M-ATX (23.3x19.8cm),DDR4,2,64,1.0,,4,1,7,8,4,PCIe3.0 x16,0,10.0,6.0,18,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,320,202306,
ASUS TUF Gaming B650M-E 대원씨티에스,203740,https://prod.danawa.com/info/?pcode=21421541&cate=112751,ASUS,21421541,//img.danawa.com/prod_img/500000/541/421/img/21421541_1.jpg?shrink=330:*&_v=20230706172151,AMD(소켓AM5),AMD B650,M-ATX (24.4x24.4cm),DDR5,4,128,,1.0,4,2,26,14,8,PCIe4.0 x16,0,25.0,10.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2 / BIOS 플래시백,3376,75,202307,
GIGABYTE Z790 AORUS ELITE 제이씨현,354700,https://prod.danawa.com/info/?pcode=18112316&cate=112751,GIGABYTE,18112316,//img.danawa.com/prod_img/500000/316/112/img/18112316_1.jpg?shrink=330:*&_v=20221102125156,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,1.0,,6,4,11,40,20,PCIe5.0 x16,0,25.0,19.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202210,
MSI PRO Z790-A WIFI,415900,https://prod.danawa.com/info/?pcode=18060383&cate=112751,MSI,18060383,//img.danawa.com/prod_img/500000/383/060/img/18060383_1.jpg?shrink=330:*&_v=20230808173010,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,192,2.0,,6,4,11,46,28,PCIe5.0 x16,3,25.0,18.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,75,202210,
GIGABYTE Z790 AERO G 피씨디렉트,440510,https://prod.danawa.com/info/?pcode=18312236&cate=112751,GIGABYTE,18312236,//img.danawa.com/prod_img/500000/236/312/img/18312236_1.jpg?shrink=330:*&_v=20221117145709,인텔(소켓1700),인텔 Z790,ATX (30.5x24.4cm),DDR5,4,128,2.0,,4,5,27,40,24,PCIe5.0 x16,3,25.0,19.0,3,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11376,77,202211,
ASUS TUF Gaming B650M-PLUS 대원씨티에스,258710,https://prod.danawa.com/info/?pcode=18021440&cate=112751,ASUS,18021440,//img.danawa.com/prod_img/500000/440/021/img/18021440_1.jpg?shrink=330:*&_v=20221018140607,AMD(소켓AM5),AMD B650,M-ATX (24.4x24.4cm),DDR5,4,128,,1.0,4,2,26,14,12,PCIe4.0 x16,0,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,3380,75,202210,
GIGABYTE B760M AORUS ELITE AX 제이씨현,222000,https://prod.danawa.com/info/?pcode=18993305&cate=112751,GIGABYTE,18993305,//img.danawa.com/prod_img/500000/305/993/img/18993305_1.jpg?shrink=330:*&_v=20230210145739,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,2.0,,4,2,10,40,8,PCIe4.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11441,91,202301,
ASUS ROG CROSSHAIR VIII FORMULA 대원씨티에스,497490,https://prod.danawa.com/info/?pcode=8542328&cate=112751,ASUS,8542328,//img.danawa.com/prod_img/500000/328/542/img/8542328_1.jpg?shrink=330:*&_v=20220712091917,AMD(소켓AM4),AMD X570,ATX (30.5x24.4cm),DDR4,4,128,,,8,2,7,46,10,PCIe4.0 x16,3,25.0,16.0,0,USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3248,344,201907,
MSI PRO X670-P WiFi,398800,https://prod.danawa.com/info/?pcode=17917991&cate=112751,MSI,17917991,//img.danawa.com/prod_img/500000/991/917/img/17917991_1.jpg?shrink=330:*&_v=20230908095751,AMD(소켓AM5),AMD X670,ATX (30.5x24.4cm),DDR5,4,192,,,6,4,26,44,12,PCIe4.0 x16,3,25.0,17.0,7,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / S/PDIF / 오디오잭,3248,8,202209,
ASUS TUF Gaming X670E-PLUS 대원씨티에스,403590,https://prod.danawa.com/info/?pcode=17926781&cate=112751,ASUS,17926781,//img.danawa.com/prod_img/500000/781/926/img/17926781_1.jpg?shrink=330:*&_v=20220927230041,AMD(소켓AM5),AMD X670E,ATX (30.5x24.4cm),DDR5,4,128,,1.0,4,4,31,46,24,PCIe5.0 x16,0,25.0,16.0,6,USB 3.2 / USB 3.1 / USB 3.0 / RJ-45 / 오디오잭,3252,90,202209,
ASUS TUF Gaming B660M-PLUS WIFI 인텍앤컴퍼니,188090,https://prod.danawa.com/info/?pcode=18421946&cate=112751,ASUS,18421946,//img.danawa.com/prod_img/500000/946/421/img/18421946_1.jpg?shrink=330:*&_v=20230202160950,인텔(소켓1700),인텔 B660,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,,4,2,10,14,28,PCIe5.0 x16,3,25.0,11.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3377,91,202212,
MSI MAG B760M 박격포 DDR4,188980,https://prod.danawa.com/info/?pcode=18652874&cate=112751,MSI,18652874,//img.danawa.com/prod_img/500000/874/652/img/18652874_1.jpg?shrink=330:*&_v=20230215143241,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,11,14,28,PCIe5.0 x16,0,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3248,75,202301,
ASUS PRIME B550M-A WIFI II 대원씨티에스,139760,https://prod.danawa.com/info/?pcode=16134440&cate=112751,ASUS,16134440,//img.danawa.com/prod_img/500000/440/134/img/16134440_1.jpg?shrink=330:*&_v=20220712091916,AMD(소켓AM4),AMD B550,M-ATX (24.4x24.4cm),DDR4,4,128,,,4,2,15,46,14,PCIe4.0 x16,3,10.0,,26,USB 3.1 / USB 3.0 / RJ-45 / 오디오잭 / PS/2,11312,64,202201,
ASUS PRIME B760M-A 코잇,172990,https://prod.danawa.com/info/?pcode=19704527&cate=112751,ASUS,19704527,//img.danawa.com/prod_img/500000/527/704/img/19704527_1.jpg?shrink=330:*&_v=20230410143229,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,,4,2,10,14,8,PCIe4.0 x16,0,25.0,,6,USB 3.1 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11568,73,202304,
ASUS ROG STRIX B760-I GAMING WIFI STCOM,343520,https://prod.danawa.com/info/?pcode=18662789&cate=112751,ASUS,18662789,//img.danawa.com/prod_img/500000/789/662/img/18662789_1.jpg?shrink=330:*&_v=20230908155051,인텔(소켓1700),인텔 B760,M-iTX (17.0x17.0cm),DDR5,2,64,1.0,,4,2,10,14,16,PCIe5.0 x16,3,25.0,11.0,6,USB 3.2 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3248,89,202301,
GIGABYTE Z690M AORUS ELITE AX D4 피씨디렉트,247750,https://prod.danawa.com/info/?pcode=16301462&cate=112751,GIGABYTE,16301462,//img.danawa.com/prod_img/500000/462/301/img/16301462_1.jpg?shrink=330:*&_v=20220428172650,인텔(소켓1700),인텔 Z690,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,6,3,14,44,30,PCIe5.0 x16,3,25.0,15.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,74,202201,
GIGABYTE B650M AORUS ELITE 제이씨현,247400,https://prod.danawa.com/info/?pcode=17970338&cate=112751,GIGABYTE,17970338,//img.danawa.com/prod_img/500000/338/970/img/17970338_1.jpg?shrink=330:*&_v=20221104124920,AMD(소켓AM5),AMD B650,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,1.0,4,2,26,72,8,PCIe4.0 x16,0,25.0,15.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11380,93,202210,
GIGABYTE B760M DS3H D4 제이씨현,143970,https://prod.danawa.com/info/?pcode=18650483&cate=112751,GIGABYTE,18650483,//img.danawa.com/prod_img/500000/483/650/img/18650483_1.jpg?shrink=330:*&_v=20230117154332,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR4,4,128,2.0,,4,2,10,8,12,PCIe4.0 x16,0,25.0,9.0,22,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,11312,73,202301,
ASRock B650M PG Riptide 대원씨티에스,218230,https://prod.danawa.com/info/?pcode=17971604&cate=112751,ASRock,17971604,//img.danawa.com/prod_img/500000/604/971/img/17971604_1.jpg?shrink=330:*&_v=20221012092117,AMD(소켓AM5),AMD B650,M-ATX (24.4x24.4cm),DDR5,4,128,1.0,1.0,4,2,26,12,12,PCIe4.0 x16,0,25.0,15.0,6,USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,11569,93,202210,
AFOX IH110D4-MA2-V2 에즈윈,84160,https://prod.danawa.com/info/?pcode=19704017&cate=112751,AFOX,19704017,//img.danawa.com/prod_img/500000/017/704/img/19704017_1.jpg?shrink=330:*&_v=20230704141209,인텔(소켓1151),인텔 H110,M-ATX (17x19cm),DDR4,2,32,,,4,1,6,0,4,PCIe3.0 x16,0,10.0,,0,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭,48,64,202304,
ASUS ROG STRIX B650E-E GAMING WIFI STCOM,486870,https://prod.danawa.com/info/?pcode=18044582&cate=112751,ASUS,18044582,//img.danawa.com/prod_img/500000/582/044/img/18044582_1.jpg?shrink=330:*&_v=20221019171412,AMD(소켓AM5),AMD B650E,ATX (30.5x24.4cm),DDR5,4,128,,1.0,4,4,26,46,24,PCIe5.0 x16,3,25.0,18.0,6,USB 3.2 / USB 3.1 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,3252,89,202210,
GIGABYTE Z690 AORUS ELITE AX D4 피씨디렉트,276160,https://prod.danawa.com/info/?pcode=16153055&cate=112751,GIGABYTE,16153055,//img.danawa.com/prod_img/500000/055/153/img/16153055_1.jpg?shrink=330:*&_v=20220111123849,인텔(소켓1700),인텔 Z690,ATX (30.5x24.4cm),DDR4,4,128,1.0,,6,4,15,44,30,PCIe5.0 x16,3,25.0,19.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / S/PDIF / 오디오잭,11440,88,202201,
ASRock B550M-ITX/ac 디앤디컴,222480,https://prod.danawa.com/info/?pcode=12022880&cate=112751,ASRock,12022880,//img.danawa.com/prod_img/500000/880/022/img/12022880_1.jpg?shrink=330:*&_v=20220518144538,AMD(소켓AM4),AMD B550,M-iTX (17.0x17.0cm),DDR4,2,64,1.0,,4,1,7,0,8,PCIe4.0 x16,3,10.0,8.0,6,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,3120,74,202008,
GIGABYTE B450M K 피씨디렉트,77550,https://prod.danawa.com/info/?pcode=18420125&cate=112751,GIGABYTE,18420125,//img.danawa.com/prod_img/500000/125/420/img/18420125_1.jpg?shrink=330:*&_v=20221205094425,AMD(소켓AM4),AMD B450,M-ATX (24.4x19.5cm),DDR4,2,64,1.0,,4,1,7,46,6,PCIe3.0 x16,0,10.0,,2,USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / PS/2,8240,320,202212,
ASUS ROG STRIX B760-G GAMING WIFI D4 STCOM,254600,https://prod.danawa.com/info/?pcode=18662669&cate=112751,ASUS,18662669,//img.danawa.com/prod_img/500000/669/662/img/18662669_1.jpg?shrink=330:*&_v=20230908154631,인텔(소켓1700),인텔 B760,M-ATX (24.4x24.4cm),DDR4,4,128,1.0,,4,2,10,14,24,PCIe5.0 x16,3,25.0,14.0,6,USB 3.2 / USB 3.1 / USB 3.0 / USB 2.0 / RJ-45 / 오디오잭 / BIOS 플래시백,3252,89,202301,
