,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,name,cpu,ram,gpu,dx,os,sto,spec_class
9016,9016,9016,9016,9016,9016,9016,Space Farmers,1.5ghz,2 GB RAM,DirectX 9 or above Compatible Graphics Card,Version 9.0,Windows XP and above,250 MB available space,0
9017,9017,9017,9017,9017,9017,9017,Space Farmers,Multi Core AMD or Intel 2.5ghz+,8 GB RAM,DirectX 9 or above Compatible Graphics Card,Version 9.0,Windows 8 Professional,250 MB available space,1
9018,9018,9018,9018,9018,9018,9018,Space Force Captains,2.0 Ghz Pentium 4,768 MB Ram,"DirectX?9 Compatible Graphics Card (Radeon 9500, GeForce 5800)","DirectX 9.0c
",,3 GB ,0
9019,9019,9019,9019,9019,9019,9019,Space Force Captains,2.6 Ghz Pentium 4,1 GB Ram,"DirectX?9 Compatible Graphics Card (Radeon X800, GeForce 6800)",DirectX 9.0c,,3 GB,1
9020,9020,9020,9020,9020,9020,9020,Space Hack,Celeron 800 MHz,128 MB RAM,DirectX 7.0 compatible 3D accelerator with at least 16MB of video RAM (RivaTNT2 class),DirectX 7.0,Windows 98/ME/2000/XP,500 MB available hard drive space,0
9021,9021,9021,9021,9021,9021,9021,Space Hack,Pentium III 1.4 GHz,256 MB RAM,DirectX 7.0 compatible 3D accelerator with at least 32MB of video RAM (GeForce2 400/MX class),DirectX 7.0,Windows 98/ME/2000/XP,500 MB available hard drive space,1
9022,9022,9022,9022,9022,9022,9022,Space Haven,1.8 GHz,2 GB RAM,128MB 3D OpenGL 2.0 Compatible,,"Windows 10/7, 64-bit",250 MB available space,0
9023,9023,9023,9023,9023,9023,9023,Space Hulk,2 GHz Dual Core ,2 GB RAM,NVIDIA GeForce 8600 GT / ATI Radeon HD 2600 XT or greater,9.0,Windows XP ,2 GB available space,0
9024,9024,9024,9024,9024,9024,9024,Space Hulk,2 GHz Dual Core,4 GB RAM,NVIDIA GeForce 9000 series / ATI Radeon HD 3000 series or greater,9.0,Windows 7,4 GB available space,1
9025,9025,9025,9025,9025,9025,9025,Space Hulk: Deathwing,Intel Core i5-2400/AMD FX-8320,8 GB RAM,"2 GB, DirectX 11, AMD Radeon HD 7870/NVIDIA GeForce GTX 660",Version 11,Windows 7/8/10 (64-bit),40 GB available space,0
9026,9026,9026,9026,9026,9026,9026,Space Hulk: Deathwing,Intel Core i7-3770/AMD FX-8350,8 GB RAM,NVIDIA GTX 970 4GB/AMD Radeon R9 290 4GB,Version 11,Windows 7/8/10 (64-bit),40 GB available space,1
9027,9027,9027,9027,9027,9027,9027,Space Hulk: Tactics,Intel Core i3-3220 (3.3 GHz)/AMD FX-4200 (3.3 GHz),8 GB RAM,"2 GB, GeForce GTX 660/Radeon R7 370",,Windows 7/8/10 (64 bits),5 GB available space,0
9028,9028,9028,9028,9028,9028,9028,Space Hulk: Tactics,Intel Core i5-4690K (3.5 GHz)/AMD FX-8300 (3.3 GHz),8 GB RAM,"4 GB, GeForce GTX 960/Radeon R9 380",,Windows 7/8/10 (64 bits),5 GB available space,1
9029,9029,9029,9029,9029,9029,9029,Space Invaders Extreme,Intel(R) Core(TM) i5-2410M 2.30GHz,4 GB RAM,64MB,Version 11,Windows 7/8.1/10 (64bit),600 MB available space,0
9030,9030,9030,9030,9030,9030,9030,Space Jammers,1.2Ghz,1024 MB RAM,A graphics card with at least 256MB of memory,Version 9.0,Windows XP,200 MB available space,0
9031,9031,9031,9031,9031,9031,9031,Space Jammers,2Ghz+,2048 MB RAM,A graphics card with at least 1GB of memory,Version 9.0,Windows 8 or later,500 MB available space,1
9032,9032,9032,9032,9032,9032,9032,Space Junkies,I5-4590 or Ryzen5 1500X - 3.5 Ghz,(8 GB RAM),GTX 970 – 4 GB or RX 480X - 8GB,,(Windows 10 64-bit),5 GB available space,0
9033,9033,9033,9033,9033,9033,9033,Space Mechanic Simulator,AMD FX-8300 or Intel Core i3-6100,4 GB RAM,GeForce GTX 960 or Radeon R9 280 with 1GB VRAM,Version 11,Windows 7 / 8 / 10,2 GB available space,0
9034,9034,9034,9034,9034,9034,9034,Space Mechanic Simulator,Core i5-4460 3.2 GHz or AMD FX 8370E 3.3 GHz ,8 GB RAM,GeForce GTX 1080 or Radeon RX 480 with 4GB VRAM,Version 11,Windows 7 / 8 / 10 (64-bit),2 GB available space,1
9035,9035,9035,9035,9035,9035,9035,Space Overlords,2 GHz CPU Dual core or faster,2 GB RAM,Dedicated graphics with 512MB memory (DX9 compatible),Version 9.0,Windows XP or above,2 GB available space,0
9036,9036,9036,9036,9036,9036,9036,Space Overlords,i3 2.4 Ghz or faster,2 GB RAM+,Dedicated graphics with 1GB memory (DX9 compatible),Version 9.0,Windows 8 or above,2 GB available space,1
9037,9037,9037,9037,9037,9037,9037,Space Pirates and Zombies,2.5 GHz Processor ,1 GB Available System Memory ,"256MB 3D DirectX 9 Compatible video card
OpenGL: 3.0",DirectX® 9.0,Windows 7/XP/Vista ,250 MB Available HD Space ,0
9038,9038,9038,9038,9038,9038,9038,Space Pirates and Zombies 2,2.6 Ghz Dual Core,2 GB RAM,1GB 3D DirectX 9 Compatible video card,Version 9.0c,Windows XP/Vista/7/8/10,1 GB available space,0
9039,9039,9039,9039,9039,9039,9039,Space Pirates and Zombies 2,3.1 Ghz Dual Core,4 GB RAM,2GB 3D DirectX 9 Compatible video card,Version 9.0c,Windows XP/Vista/7/8/10,1 GB available space,1
9040,9040,9040,9040,9040,9040,9040,Space Punks,Intel Core i7-3770 @ 3.5 GHz or AMD FX-8350 @ 4 GHz,8 GB RAM,NVIDIA GeForce GTX 970/1060 or ATI Radeon R9 series,Version 11,Windows 10 (64-bit),10 GB,0
9041,9041,9041,9041,9041,9041,9041,Space Punks,AMD Ryzen 5 2600X or Intel Core i7-6900K,8 GB RAM,NVIDIA GeForce GTX 1080 or ATI Radeon RX 5700 XT,Version 11,Windows 10 (64-bit),10 GB,1
9042,9042,9042,9042,9042,9042,9042,Space Rangers,Pentium 233 MHz,64 MB,Video card that supports 800x600 and 16-Bit High Color,,Windows 95/98/ME/NT/2000/XP,300 MB,0
9043,9043,9043,9043,9043,9043,9043,Space Rangers,Pentium III 733 MHz,256 MB,Video card that support 1024x768 and 16-Bit High Color,,Windows 2000/XP,700 MB,1
9044,9044,9044,9044,9044,9044,9044,Space Rangers 2: Reboot,Pentium II 450 MHz Processor,128 MB RAM,Video card that supports 800x600 with 16-Bit High Color,,Windows 98/ME/2000/XP,800MB,0
9045,9045,9045,9045,9045,9045,9045,Space Rangers 2: Reboot,Pentium IV 2.6 GHz,512 MB RAM,Video card that supports 800x600 with 16-Bit High Color,DirectX 9.0,Windows 2000/XP,1.4 GB,1
9046,9046,9046,9046,9046,9046,9046,Space Rangers 2: Rise of the Dominators,Pentium II 450MHz ,128 Mb,DirectX 9.0 Compatible,DirectX 9.0 ,Windows 2000/XP,800 Mb,0
9047,9047,9047,9047,9047,9047,9047,Space Rangers 2: Rise of the Dominators,"Pentium IV 2,6 Hhz",512 Mb,DirectX 9.0 Compatible,DirectX 9.0 ,Windows 2000/XP,1400 Mb,1
9048,9048,9048,9048,9048,9048,9048,Space Rangers: Quest,Intel Pentium 4 2.5 GHz / AMD Athlon XP 3200+ (2200 MHz),1 GB RAM,GeForce 7800 GT 512 Mb / Radeon 1800 Pro 512 Mb or similar,Version 9.0c,Windows XP SP3,500 MB available space,0
9049,9049,9049,9049,9049,9049,9049,Space Rangers: Quest,Intel Core 2 Duo E6600 2.4 GHz / AMD Athlon 64 X2 4800+ 2.4 GHz,2 GB RAM,GeForce 8600 GT 512 Mb / Radeon X3550 Pro 512 Mb,Version 9.0c,Windows XP SP3 / Windows 7 / Windows 8,500 MB available space,1
9050,9050,9050,9050,9050,9050,9050,Space Rift,"Intel® i5-4590, AMD FX 8350 or similar",4 GB RAM,"NVIDIA GeForce® GTX 970, AMD Radeon™ R9 290 or similar",Version 11,"Windows 7 SP1, Windows 8.1 or Windows 10",4 GB available space,0
9051,9051,9051,9051,9051,9051,9051,Space Rift NON-VR - Episode 1,"Quad-core Intel or AMD processor, 2.5 GHz or faster",4 GB RAM,NVIDIA GeForce 470 GTX or AMD Radeon 6870 HD series card or higher,Version 11,Windows 7 64-bit or later,4 GB available space,0
9052,9052,9052,9052,9052,9052,9052,Space Run,AMD/INTEL DUAL-CORE 2.4 GHZ,2048 MB RAM,512 MB 100% OPENGL 2.1 COMPATIBLE NVIDIA GEFORCE 8600/ATI RADEON HD 2600/INTEL HD 2000 ,,WINDOWS XP SP3/WINDOWS VISTA SP2/WINDOWS 7/WINDOWS 8,1 GB available space,0
9053,9053,9053,9053,9053,9053,9053,Space Run Galaxy,AMD/Intel Dual core 2.4 GHz,3 GB RAM,"1 GB, OpenGL 3.3 Compatible NVIDIA Geforce 9800 GT/AMD Radeon HD 3870/Intel Iris 5100",,"Windows Vista, 7, 8.1, 10",3 GB available space,0
9054,9054,9054,9054,9054,9054,9054,Space Shuttle Mission 2007,"Intel Pentium IV or AMD 3000 class, 2.2GHz",1GB,256MB NVIDIA 68XX or ATI 16XX and up,,"Windows XP, Vista",500MB free space,0
9055,9055,9055,9055,9055,9055,9055,Space Shuttle Mission 2007,"Intel Core 2 Duo or AMD Dual Core class, 2.4GHz
","XP: 1GB
Vista: 2GB","XP: 512MB NVIDIA 76XX or ATI 16XX and up.
Vista: 512 MB NVIDIA 86XX or ATI 2XXX and up",,"Windows XP, Vista",500MB free space,1
9056,9056,9056,9056,9056,9056,9056,Space Siege,2.6 GHz processor,512MB RAM ,"128 MB video RAM or greater, with DirectX® 9 Vertex Shader / Pixel Shader 2.0 support (Nvidia® 6800/ATI 9800 or better)",DirectX® 9,Microsoft® Windows® XP Service Pack 2/Vista™,3 GB available hard-drive space,0
9057,9057,9057,9057,9057,9057,9057,Space Siege,3.0 GHz Intel® or equivalent AMD® processor or better ,1 GB RAM or better ,"256 MB video RAM, with DirectX® 9 Vertex Shader / Pixel Shader 2.0 support (Nvidia® 8000 series or better)",DirectX® 9,Microsoft® Windows® XP Service Pack 2/Vista™ ,3 GB available hard-drive space,1
9058,9058,9058,9058,9058,9058,9058,Space Simulator,Intel Core 2 Duo,4 GB RAM,SM3 512MB VRAM,Version 9.0,Windows 7 64 bit,4 GB available space,0
9059,9059,9059,9059,9059,9059,9059,Space Simulator,Intel Core i5 or newer,4 GB RAM,SM4 1GB VRAM,Version 10,Windows 10 64 bit,4 GB available space,1
9060,9060,9060,9060,9060,9060,9060,Space Trader: Merchant Marine,1.0 GHz Processor ,512 MB RAM ,DirectX Compatible 128 MB Video Card,DirectX 9.0c,Windows XP/Vista ,300 MB of Available Hard Disk Space,0
9061,9061,9061,9061,9061,9061,9061,Space Trader: Merchant Marine,2.0 GHz Dual-Core processor,1 GB RAM,DirectX Compatible 256 MB Video Card ,DirectX 9.0c,Windows XP/Vista ,300 MB of Available Hard Disk Space ,1
9062,9062,9062,9062,9062,9062,9062,Spacebase Startopia,AMD Ryzen 3 1300X @3.5 GHz / Intel Core i3-9100 @ 3.5 GHz,8 GB RAM,"AMD/Nvidia dedicated GPU, 4GB dedicated VRAM and Shader Model 5.1 (Nvidia Geforce GTX 960 or AMD Radeon r9 285)",Version 12,Windows 10 64-bit,10 GB available space,0
9063,9063,9063,9063,9063,9063,9063,Spacebase Startopia,AMD Ryzen 5 3600X @3.6 GHz / Intel Core i3-9100 @ 3.6 GHz,16 GB RAM,"AMD/Nvidia dedicated GPU, 6GB dedicated VRAM and Shader Model 6.1 (Nvidia Geforce GTX 980Ti or AMD Radeon RX 5600XT)",Version 12,Windows 10 64-bit,10 GB available space,1
9064,9064,9064,9064,9064,9064,9064,SpaceChem,2.0 GHz Processor,1GB RAM,,,Windows XP SP3 / Vista / 7,300MB,0
9065,9065,9065,9065,9065,9065,9065,SpaceEngine,Intel Pentium G3240 or AMD FX-4100,4 GB RAM,GeForce GTX 950 or Radeon HD 8760,,Windows 7 (64-bit),4 GB available space,0
9066,9066,9066,9066,9066,9066,9066,SpaceEngine,Intel Core i5-4430 or AMD FX-8350,8 GB RAM,GeForce GTX 970 or Radeon R9 290,,Windows 10 (64-bit),50 GB available space,1
9067,9067,9067,9067,9067,9067,9067,SpaceForce: Rogue Universe,2.0 GHz Pentium 4,768 MB RAM,"DirectX(R) 9 Compatible Graphics Card (Radeon(R) 9500, GeForce(R) 5800)",DirectX(R) 9.0c,Windows 2000/XP/Vista(TM),3 GB Available,0
9068,9068,9068,9068,9068,9068,9068,SpaceForce: Rogue Universe,2.6 GHz Pentium 4,1 GB RAM,"DirectX(R) 9 Compatible Graphics Card (Radeon(R) x800, GeForce(R) 6800)",DirectX(R) 9.0c,Windows 2000/XP/Vista(TM),3 GB Available,1
9069,9069,9069,9069,9069,9069,9069,Spacelords,Intel i5-4460/AMD FX-6300,4 GB RAM,GTX 560/AMD R7 260 (2GB graphics),Version 11,"Windows 7 or 8, 64-bit",10 GB available space,0
9070,9070,9070,9070,9070,9070,9070,Spacelords,i7-3770/AMD FX-8350,8 GB RAM,GTX 760/ AMD Radeon R9 290x (4GB recommended),Version 11,"Windows 10, 64-bit",10 GB available space,1
