program_id,cpu_id,gpu_id,ram,dx,storage,os,spec_class
244,320,1153.0,8,Version 11,18,Windows® 7 (Service Pack 1) / Windows® 8 / Windows® 8.1 / Windows® 10 / (64-bit only),1
245,368,1079.0,8,,,Windows 7 Sp1 64-bit,0
245,120,1112.0,8,,,Windows 10 64-bit,1
246,114,1153.0,4,Version 9.0,1,Windows 7+,0
247,114,1153.0,6,,,"Windows 10, 64-bit",0
247,40,872.0,8,,,"Windows 10, 64-bit",1
248,400,1181.0,8,,8,Windows XP or newer (may not work on all 32 bit systems),0
248,400,,16,,8,Windows 10 (64 bit),1
249,254,421.0,4,,20,Vista 64 bit/Win 7/Win 8,0
249,263,1007.0,8,,20,Vista 64 bit/Win 7/Win 8,1
250,209,,1.0,DirectX 9.0c,,,0
250,375,,2.0,DirectX 9.0c,,,1
251,400,1103.0,0.5,,0.06,Microsoft® Windows® XP / Vista,0
252,424,1153.0,4,Version 9.0,2,"Windows 7, 8 or 10",0
253,400,886.0,2,,1,Windows 2000 / XP / Vista / 7 / 8,0
254,287,1068.0,4,,3,"Windows 7, 64-bit",0
254,148,102.0,8,,3,"Windows 10, 64-bit",1
255,400,1153.0,1,DirectX 9.0 March 2009 Runtime,0.6,Windows XP or Windows Vista,0
255,290,1057.0,2,DirectX 9.0 March 2009 Runtime,0.6,Windows XP or Windows Vista,1
256,400,,0.5,,,Windows XP SP2,0
257,424,421.0,2,Version 9.0c,6,Windows XP,0
257,320,421.0,4,Version 9.0c,6,Windows 7 or newer,1
258,209,1068.0,6,Version 9.0,2,"Windows 7, 64-bit",0
258,283,1098.0,16,Version 10,2,"Windows 10, 64-bit",1
259,292,1103.0,2,Version 9.0c,1.5,Windows Vista,0
260,424,1097.0,2,9.0c,0.85,Windows XP,0
260,320,1106.0,4,9.0c,0.85,Windows 7,1
261,401,200.0,2,Version 9.0c,1.4,Windows XP 32 bit SP3,0
261,424,200.0,4,Version 9.0c,1.4,"Windows Vista SP2, Windows 7 SP1, Windows 8 (32/64 bit versions)",1
262,400,1103.0,1,DirectX®9/10,6,"Windows® XP (SP3), Windows Vista® (only)",0
262,424,1072.0,3,DirectX®10,6,Windows Vista® (only),1
263,356,1185.0,2,DirectX 9.0c,8,Windows XP (with SP3) / Vista (with SP1) / 7 (only),0
263,400,1106.0,4,DirectX 9.0c,8,Windows XP (with SP3) / Vista (with SP1) / 7 (only),1
264,400,,0.125,DirectX 8.1,0.93,"Windows 98, ME, 2000 or XP",0
265,400,200.0,0.5,Directx 9.0c,3.5,Windows 2000/XP,0
265,400,1173.0,1,Directx 9.0c,3.5,Windows 2000/XP,1
266,59,108.0,8,Version 11,60,"Microsoft Windows 7, Windows 8.1 or Windows 10 (all 64-bit)",0
266,158,1114.0,8,Version 12,60,"Microsoft Windows 7, Windows 8.1 or Windows 10 (all 64-bit)",1
267,356,1072.0,4,DirectX®: 9.0c ,5,Windows® XP / Windows Vista® / Windows® 7 ,0
268,281,421.0,4,11,35,Windows 7 SP1 or Windows 8.1 or Windows 10 (64bit versions),0
268,363,1004.0,8,11,35,"Windows 7 SP1, Windows 8, Windows 10 (64 bit versions only)",1
269,226,1068.0,4,Version 10,10,Windows 7 SP1 (64 bit),0
269,158,1004.0,8,Version 11,10,"Windows 10, 64-bit",1
270,400,,1,,0.1,Windows XP,0
270,375,,2,,0.1,Windows XP or better,1
271,424,200.0,4,,0.5,Windows 7,0
272,327,200.0,2,9.0c,3,Windows XP SP3 (32 bit) / Vista,0
272,410,1153.0,4,9.0c,3,Windows 7,1
273,327,200.0,2,9.0c,1,Windows XP SP3 (32 bit) / Vista ,0
273,410,1153.0,4,9.0c,1,Windows 7,1
274,400,200.0,1,DirectX® 9.0c ,1,Microsoft Windows XP SP2/Microsoft Windows Vista/Microsoft Windows 7,0
275,276,1106.0,1,,1,"Windows 10 64 Bit, Windows 8.1 64 Bit, Windows 8 64 Bit, Windows 7 64 Bit Service Pack 1, Windows Vista 64 Bit",0
275,417,1007.0,2,,1,"Windows 10 64 Bit, Windows 8.1 64 Bit, Windows 8 64 Bit, Windows 7 64 Bit",1
276,182,,1,,0.4,"Windows 7, 8, 10",0
277,400,,,,,Windows 7+,0
278,400,,0.25,Version 9.0,0.17,Windows 98 / XP / Vista / 7 / 8,0
279,59,1079.0,8,DirectX 11,50,64-bit Windows 10,0
279,354,872.0,16,DirectX 11,50,64-bit Windows 10,1
280,400,1105.0,2,9.0c,1,"Windows XP SP2, Vista, or Windows 7",0
281,322,1127.0,8,Version 11,6,"Windows 7 SP1, Windows 8, Windows 10, 64-bit",0
281,263,1127.0,16,Version 11,6,"Windows 7 SP1, Windows 8, Windows 10, 64-bit",1
282,114,1072.0,2,,0.5,Windows 7 or later,0
282,40,,4,,0.5,Windows 7 or later,1
283,196,112.0,4,Version 11,13,Windows 7 (x64) or higher,0
283,287,323.0,8,Version 11,13,Windows 7 (x64) or higher,1
284,196,112.0,4,Version 11,15,Windows 7 x64,0
284,287,323.0,8,Version 11,15,Windows 10 x64,1
285,400,1173.0,2.0,DirectX 9.0c,10,Microsoft Windows XP SP3,0
285,400,1106.0,4.0,DirectX 9.0c,10,"Microsoft Windows XP SP3, Microsoft Windows Vista SP2 / Microsoft Windows 7",1
286,400,200.0,2,DirectX 9,15,Windows XP,0
286,285,1106.0,4,DirectX 9,15,Windows Vista / Windows 7 (We recommend a 64-bit operating system for the best experience),1
287,400,1106.0,2,Version 11,2,"Windows 7, 8, 8.1, 10 x64",0
287,254,1153.0,4,Version 11,2,"Windows 7, 8, 8.1, 10 x64",1
288,182,,1.0,Version 9.0c,0.6,"Windows 7, 8, or later",0
289,120,872.0,12,,4,"Windows 10, 64-bit",0
290,216,1135.0,8,Version 11,5,"Windows 7 SP1 or newer, 64-bit",0
291,299,1153.0,6,DirectX 11,56,64-bit Windows 7,0
291,251,1135.0,8,DirectX 11,56,64-bit Windows 7,1
292,400,200.0,2,Version 9.0c,2,Windows 7 SP1/8.1/10,0
292,254,1153.0,4,Version 9.0c,2,(Windows 7 SP1/8.1/10),1
293,425,102.0,4,Version 9.0c,2,Microsoft® Windows® XP or Later,0
294,216,1098.0,8,Version 11,6,"Windows 10, Windows 8",0
295,424,1007.0,4,,20,Windows 7 or above (64bit OS),0
295,114,1004.0,8,,20,Windows 7 or above (64bit OS),1
296,361,,1,9.0c,,XP/Vista/Windows 7,0
297,162,1079.0,4,Version 11,8,"Windows 7, 8, 8.1, 10 64-bit",0
298,400,421.0,4,Version 11,2,"Vista, Win 7 (SP1), Win 8, Win 10",0
298,400,1007.0,8,Version 11,2,"64-bit Vista, Win 7 (SP1), Win 8, Win 10",1
299,400,1106.0,4,Version 11,6,Windows 7 64bit,0
299,400,1106.0,8,Version 11,6,Windows 7 64bit,1
300,400,1079.0,0.125,8.0,0.5,Windows 98/ME/2000,0
300,400,1173.0,0.25,8.0,0.8,Windows 98/ME/2000,1
301,400,1153.0,0.125,8.1,0.5,Windows 98/ME/2000/XP,0
301,400,1153.0,0.25,8.1,1,Windows 98/ME/2000/XP,1
302,387,896.0,8,Version 11,30,Windows 7 or higher (64 bit),0
302,62,237.0,8,Version 12,30,Windows 10 (64 bit),1
303,400,,0.25,,0.2,,0
304,123,1031.0,10,,10,Windows® 10 (64-bit),0
304,120,872.0,10,,10,Windows® 10 (64-bit),1
306,114,1007.0,8,Version 11,6,Windows 7/8.1/10 (64-bit),0
307,174,1068.0,8,Version 11,11,64-bit Windows 7/8.1/10,0
307,28,558.0,16,Version 11,11,64-bit Windows 7/8.1/10,1
308,291,1153.0,8,Version 11,17,"Windows 7 / 8 / 10, 64-bit",0
308,120,872.0,16,Version 11,17,"Windows 7 / 8 /10, 64-bit",1
309,320,421.0,8,,5,Windows 7 64-bit or Later,0
309,320,872.0,16,,5,Windows 7 64-bit or Later,1
311,216,1135.0,4,,,"Windows 7 SP1, Windows 8.1 or newer",0
312,424,1072.0,4,Version 10,,"Windows 7, Windows 8.1 or Windows 10",0
313,162,1153.0,2,Version 11,5,Windows 10 32bit,0
314,400,1031.0,8,,8,Microsoft® Windows® 10,0
314,267,7.0,16,DirectX 12,8,Microsoft® Windows® 10,1
315,400,,0.5,,0.05,Windows® 7 / Vista / Vista64 / XP ,0
316,400,200.0,2,Version 9.0c,8,Windows 7 / 8 / 8.1,0
316,40,1106.0,4,Version 9.0c,8,Windows 7 / 8 / 8.1,1
317,292,1106.0,2,DirectX 9.0c or higher,10,Microsoft® Windows® XP / Vista / Windows 7,0
317,417,1153.0,4,DirectX 9.0c or higher,10,Microsoft® Windows® XP / Vista / Windows 7,1
318,400,896.0,4,,0.8,Windows 7,0
318,162,1079.0,4,,0.8,Windows 7,1
319,400,,2,,30,"Windows Vista SP1, Win7 SP1, 8, 10",0
320,400,123.0,2,Version 9.0,70,"Windows XP SP3, Vista SP1, Win7 SP1, 8, 10",0
320,40,911.0,4,Version 9.0,70,"Windows XP SP3, Vista SP1, Win7 SP1, 8, 10",1
321,400,200.0,0.25,DirectX 9.0c,4.5,Windows 2000/XP,0
321,400,1103.0,512,DirectX 9.0c,4.5,Windows XP,1
323,285,1106.0,4,,,Windows 10,0
323,169,1106.0,4,,,Windows 10,1
324,400,200.0,1,9.0c,16,Windows XP / Vista / 7,0
324,400,200.0,2,9.0c,16,Windows XP / Vista / 7,1
325,400,1103.0,3,,1,Windows Vista,0
325,365,1153.0,6,,,Windows 7,1
326,400,1236.0,0.25,DirectX 9.0b,3,Windows 2000/XP,0
326,400,1236.0,0.5,DirectX 9.0b,4,Windows XP,1
327,216,1098.0,8,Version 11,5,Windows 7,0
327,40,990.0,16,Version 11,5,Windows 7,1
328,424,107.0,4,Version 11,4,"Windows 7, 64-bit",0
328,320,1098.0,8,Version 11,4,"Windows 10, 64-bit",1
329,324,1106.0,2,Version 10,2,Windows 7,0
329,180,1079.0,8,Version 11,2,Windows 10,1
331,424,1072.0,4,Version 10,20,Windows 7 SP1 / 8 / 10 (64bit),0
331,302,200.0,6,Version 11,20,Windows 7 SP1 / 8 / 10 (64bit),1
332,238,1153.0,2,Version 9.0c,0.25,Microsoft® Windows® Vista / 7 / 8,0
332,287,1153.0,4,Version 9.0c,0.25,Microsoft® Windows® Vista / 7 / 8 / 10,1
333,413,1031.0,6,Version 11,6,Windows 7 / 8.1 / 10 (64 bit),0
333,222,872.0,8,Version 11,6,Windows 7 / 8.1 / 10 (64 bit),1
334,216,1098.0,8,Version 11,12,Windows 7 - 64 bit,0
334,167,1112.0,16,Version 12,12,Windows 10,1
335,120,872.0,12,Version 11,40,Windows 10 - 64 bit,0
337,332,1098.0,16,,25,"Windows 7 SP1, Windows 8.1 or later, Windows 10",0
337,120,898.0,16,,30,"Windows 7 SP1, Windows 8.1 or later, Windows 10",1
338,380,1079.0,8,Version 10,60,Windows 7/8.1/10 (64-bit versions),0
339,401,1007.0,3.90625,Version 10,37.0,"64-Bit Windows 7 Service Pack 1, or Windows 8/10",0
340,363,1153.0,4,Version 10,5,"Windows® 7, 64-bit",0
341,273,1114.0,8,,,(Windows 10 64-bit),1
342,424,1153.0,1,DirectX 9.0c,,Windows XP,0
342,424,1106.0,2,DirectX 9.0c,,Windows XP or Vista,1
343,424,200.0,1,DirectX 9.0c ,12,"Windows XP, Windows Vista or Windows 7 ",0
343,424,1106.0,2,DirectX 9.0c ,12,"Windows XP, Windows Vista or Windows 7 ",1
344,424,1072.0,2,10,16,Windows Vista SP2 or Windows 7 SP1,0
344,174,1068.0,4,11,26,Windows Vista SP2 or Windows 7 SP1,1
346,302,94.0,8,Version 12,15,Windows 10 64-bit,0
346,124,954.0,16,Version 12,20,Windows 10 64-bit,1
347,400,1103.0,1,9.0c,0.5,Microsoft Windows® XP SP2 or newer,0
348,182,1236.0,0.5,DirectX 9,3,Windows XP or Windows 2000,0
348,400,1173.0,1,DirectX 9,3,Windows XP,1
349,400,1103.0,1,DirectX® 9.0c,3,Windows® XP SP3/Vista/7™,0
350,424,1105.0,2,Version 10,0.25,Windows 7,0
350,320,1005.0,4,Version 12,0.25,Windows 10,1
351,401,1153.0,2,Version 9.0c,4,Windows 7 (64-Bit),0
351,320,1153.0,4,Version 9.0c,4,Windows 7 or later (64-bit),1
352,400,1153.0,0.5,DirectX(R) 9.0c or higher,1.5,Windows(R) XP/Me/2000/98 SE,0
352,400,1182.0,0.75,DirectX(R) 9.0c or higher,1.5,Windows(R) XP/Me/2000/98 SE,1
353,400,,2,Version 9.0c,2,Windows XP+,0
354,99,94.0,12,Version 12,60,"Windows 10, 64-bit",0
354,373,107.0,12,Version 12,60,"Windows 10/11, 64-bit",1
355,401,1097.0,2,Version 9.0c,0.9,Windows XP/Vista/7/8/10,0
355,114,,4,Version 11,0.9,Windows 7/8/10,1
356,375,200.0,4,,0.144,Windows 7,0
357,400,200.0,2,Version 9.0,34,"Windows 7/8/10 (x32), Windows 7/8/10 (x64)",0
357,224,1153.0,4,Version 12,40,"Windows 7/8/10 (x32), Windows 7/8/10 (x64)",1
358,400,1103.0,0.0625,DirectX 8.0,0.3,Windows 95/98/Me/2000/XP,0
358,400,1103.0,0.09375,DirectX 8.0,0.3,Windows 95/98/Me/2000/XP,1
359,401,,3,,2,Windows 7 or newer,0
360,400,,0.25,DirectX 9.0 or higher,1.5,2000/XP or better,0
360,400,,0.5,DirectX 9.0 or higher,2,2000/XP or better,1
361,281,,3,Version 11,11,"Windows® 10, Windows® 8.1 (64bit)",0
361,156,,4,Version 11,11,"Windows® 10, Windows® 8.1 (64bit)",1
362,400,1103.0,0.25,Directx 8.1 ,1,Windows 98 SE/ME/2000/XP (SP2),0
363,400,1153.0,8,Version 10,0.35,"Windows 10, 8, 7 (64 bit)",0
363,400,234.0,16,Version 11,0.35,"Windows 10, 8, 7 (64 bit)",1
364,400,,0.25,DirectX version 9.0c (included) or higher supported,7.65,Windows 2000/XP,0
365,400,1097.0,4,,7,64-bit Windows 7 / 8 / 10,0
366,424,1153.0,2,Version 10,5,Windows 7/8/10/Vista,0
367,369,1153.0,4,,0.5,Windows 7 or higher,0
368,400,,0.0625,DirectX 8,0.75,Windows 98/ME/2000/XP,0
368,400,,0.25,DirectX 8,0.75,Windows 98/ME/2000/XP,1
369,59,1007.0,4,Version 11,9,"Windows 8.1 or above, 64-bit",0
369,118,102.0,4,Version 11,9,"Windows 10, 64-bit",1
370,317,911.0,8,,,Windows 7 64-bit version 1903 or higher,0
370,163,1112.0,16,,,Windows 7 64-bit version 1903 or higher,1
371,424,1106.0,4,Version 11,2,Windows 7 / 8 / 8.1 / 10,0
372,114,1106.0,4,Version 11,3,Windows 7 / Windows 8 / Windows 10,0
372,114,108.0,8,Version 11,3,Windows 7 / Windows 8 / Windows 10,1
373,400,1105.0,1,Version 9.0c,5,"Windows 7, 8, 10",0
373,263,1079.0,2,Version 9.0c,5,"Windows 7, 8, 10",1
374,174,1079.0,4,Version 11,15,Windows 7 (64 Bit),0
374,159,1098.0,8,Version 11,15,Windows 10 (64 Bit),1
375,416,1182.0,2,9.0c,15,"Windows Vista, Windows 7, Window 8",0
376,227,421.0,6,Version 12,15,"Windows 7 SP1, 64-bit",0
376,167,1098.0,16,Version 12,15,"Windows 10, 64-bit",1
377,227,421.0,6,Version 12,15,"Windows 10, 64-bit",0
377,167,1098.0,16,Version 12,15,"Windows 10, 64-bit",1
378,320,1065.0,6,Version 11,13,64-bit Windows 10 / 8.1 / 7,0
378,114,444.0,16,Version 12,13,64-bit Windows 10,1
379,320,1065.0,6,Version 11,27,64-bit Windows 10 / 8.1 / 7,0
379,114,444.0,16,Version 12,30,64-bit Windows 10,1
380,401,1173.0,2,DirectX 9.0 or 10.0 libraries (included on disc),12,Windows® XP/Windows Vista® (only),0
380,424,1072.0,3,DirectX 9.0 or 10.0 libraries (included on disc),12,Windows® XP/Windows Vista® (only),1
381,425,1153.0,2,Version 11,4,Windows 7 SP1 or Windows 8 or Windows 8.1 (32/64bit versions),0
381,363,421.0,4,Version 11,4,Windows 7 SP1 or Windows 8 or Windows 8.1 (32/64bit versions),1
382,425,1153.0,2,Version 10,4,Windows 7 SP1 or Windows 8 or Windows 8.1 (32/64bit versions),0
382,363,421.0,4,Version 10,4,Windows 7 SP1 or Windows 8 or Windows 8.1 (32/64bit versions),1
383,425,1153.0,2,DirectX 10,4,Windows 7 SP1 or Windows 8 or Windows 8.1 (32/64bit versions),0
383,363,421.0,4,DirectX 10,4,Windows 7 SP1 or Windows 8 or Windows 8.1 (32/64bit versions),1
384,400,1173.0,2,DirectX 9.0,8,"Windows® XP (32-64 bits) /Windows Vista®(32-64 bits)/Windows 7® (32-64 bits)
* This product does not support Windows® 98/ME/2000/NT",0
384,390,1106.0,2,DirectX 9.0 / 10.0 libraries (included on disc) ,8,"Windows® XP (32-64 bits) /Windows Vista®(32-64 bits)/Windows 7® (32-64 bits)
* This product does not support Windows® 98/ME/2000/NT",1
385,198,1072.0,2,DirectX 10,17,Windows Vista® (SP2) / Windows® 7 (SP1) / Windows® 8,0
385,393,1103.0,4,DirectX 10,17,Windows Vista® (SP2) / Windows® 7 (SP1) / Windows® 8,1
386,380,1007.0,8,Version 11,45,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",0
386,222,1114.0,8,Version 11,45,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",1
387,198,1153.0,2,DirectX 10,30,Windows Vista SP or Windows 7 SP1 or Windows 8 (both 32/64bit versions),0
387,363,421.0,4,DirectX 11,30,Windows Vista SP2 or Windows 7 SP1 or Windows 8 (both 32/64bit versions) ,1
388,120,1225.0,8,DirectX 12,40,"Windows 10/11, 64-bit",0
388,223,558.0,16,DirectX 12,40,"Windows 10/11, 64-bit",1
389,380,1153.0,8,Version 11,46,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",0
389,414,1135.0,8,Version 11,46,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",1
390,198,112.0,2,Version 10,12,Windows 7 SP1 or Windows 8/8.1 (64bit versions only),0
390,236,1065.0,4,Version 11,12,Windows 7 SP1 or Windows 8/8.1 (64bit versions only),1
391,363,1007.0,6,DirectX June 2010 Redistributable,,Windows 7 SP1 or Windows 8.1 or Windows 10 (64bit versions),0
391,414,1079.0,8,DirectX June 2010 Redistributable,50,Windows 7 SP1 or Windows 8.1 or Windows 10 (64bit versions),1
392,82,1004.0,6,11,50,"Windows 7 SP1, Windows 8/8.1 (64bit versions only)",0
392,353,107.0,8,11,50,"Windows 7 SP1, Windows 8/8.1 (64bit versions only)",1
393,123,1004.0,8,DirectX 12,50,Windows 10 (64-bit only),0
393,120,872.0,8,DirectX 12,50,Windows 10 (64-bit only),1
394,400,123.0,2,DirectX 9.0 ,8,Windows® XP (32-64 bits) /Windows Vista®(32-64 bits)/Windows 7® (32-64 bits),0
394,390,1106.0,2,DirectX 9.0 ,8,Windows® XP (32-64 bits) /Windows Vista®(32-64 bits)/Windows 7® (32-64 bits),1
395,363,1106.0,2,10,3.5,"Windows Vista SP2, Windows 7 SP1, Windows 8 / 8.1 (both 32/64bit versions)",0
395,363,1007.0,4,11,3.5,"Windows Vista SP2, Windows 7 SP1, Windows 8 / 8.1 (both 32/64bit versions)",1
396,424,1173.0,2,DirectX® 9.0c,12,Windows® XP SP3 / Windows Vista® SP2 /Windows® 7 SP1,0
396,390,1072.0,2,DirectX® 9.0c,12,Windows® XP SP3 / Windows Vista® SP2 /Windows® 7 SP1,1
397,363,1007.0,6,Version 11,42,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",0
397,414,1079.0,8,,42,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",1
398,400,1072.0,2,9.0c,1,Windows XP,0
398,114,115.0,4,9.0c,1,Windows 7,1
399,238,421.0,4,Version 11,6,"64bit - Windows 7, 8, 10",0
400,400,200.0,2,Version 11,15,Windows Vista Sp2 - 7 Sp1 - 8 - 8.1 - 10,0
400,320,1098.0,6,Version 11,30,Windows Vista Sp2 - 7 Sp1 - 8 - 8.1 - 10,1
401,264,1065.0,4,Version 11,50,Windows 10 x64 20H2 (October 2020 Update),0
401,22,990.0,16,Version 11,50,Windows 10 x64 - 21H2,1
402,400,200.0,2,Version 9.0,,Windows XP/Vista/7/8,0
403,273,1004.0,8,Version 12,12,Win10 64-bits Version 21H2,0
403,22,598.0,16,Version 12,12,Win10 64-bits Version 21H2,1
404,227,1079.0,4,,3,Windows 7/8/10,0
404,389,444.0,8,,3,Windows 7/8/10,1
405,227,1079.0,4,,2,Windows 7/8/10,0
406,400,,1,DirectX 9.0c,3.5,Windows XP/Vista,0
407,162,1153.0,4,,4,Windows 7 SP1,0
407,320,1004.0,6,,8,Windows 7 64-Bit,1
408,291,1065.0,8,Version 11,25,Windows 10 64-bit,0
408,265,954.0,16,Version 11,25,Windows 10 64-bit,1
409,361,200.0,2,,,Windows7/8.1/10,0
410,400,1103.0,0.5,DirectX 9.0c,0.075,"XP,Vista,7",0
412,400,1007.0,8,Version 11,3,Win 7,0
413,238,,1,Version 9.0,0.14,"Windows XP, Vista, Windows 7, windows 8",0
414,401,1153.0,4,Version 11,2,"Windows 7 SP1 (64 bit only), Windows 8 (64 bit only), Windows 10 (64 bit only)",0
414,320,1153.0,8,Version 11,4,"Windows 7 SP1 (64 bit only), Windows 8 (64 bit only), Windows 10 (64 bit only)",1
415,209,1106.0,4,Version 9.0,15,Windows 7 or later,0
415,400,1057.0,8,Version 9.0,,Windows 10,1
416,400,1072.0,4,Version 10,2,Windows 10 / 8.1 / 7,0
416,287,107.0,4,Version 11,2,Windows 10 / 8.1 / 7,1
417,401,,4,Version 11,9.0,"64-Bit Windows 7 Service Pack 1, or Windows 8",0
417,292,421.0,6,Version 11,9.0,"64-Bit Windows 7 Service Pack 1, or Windows 8",1
418,365,1007.0,4,Version 11,16,Windows 7/8.1/10 64bit,0
418,156,872.0,8,Version 11,16,Windows 7/8.1/10 64bit,1
419,365,1153.0,4,Version 11,25,"Windows® 8.1, Windows® 10 (64bit required)",0
419,156,872.0,8,Version 11,30,"Windows® 8.1, Windows® 10 (64bit required)",1
420,183,1005.0,8,Version 11,26,Windows 8.1/10 64bit,0
420,124,990.0,16,Version 11,26,Windows 8.1/10 64bit,1
421,123,1005.0,8,Version 11,50,"Windows® 10, Windows® 11 64bit",0
421,273,990.0,16,Version 11,50,"Windows® 10, Windows® 11 64bit",1
422,322,1005.0,8,Version 11,15,Windows 8.1/10 64bit,0
422,124,674.0,16,Version 11,15,Windows 8.1/10 64bit,1
423,123,1005.0,8,Version 11,25,"Windows® 8.1, Windows® 10, 64bit",0
423,273,990.0,16,Version 11,25,"Windows® 8.1, Windows® 10, 64bit",1
424,365,1153.0,4,Version 9.0c,5,"Windows® 8.1, Windows® 10",0
424,156,1004.0,8,Version 9.0c,5,"Windows® 8.1, Windows® 10",1
425,400,200.0,0.0625,Directx 8.0,4.0,Windows 98/ME/2000/XP,0
425,400,200.0,0.125,Directx 8.0,4.0,Windows 98/ME/2000/XP,1
426,380,1079.0,4,,120,Windows 7/8.1/10 (64-bit versions),0
427,123,102.0,8,Version 12,35,Windows 10 64-bit,0
427,223,954.0,16,Version 12,35,Windows 10 64-bit,1
428,196,1079.0,4,Version 9.0c,5,"Windows Vista™ Enterprise (6.0, Build 6002) Service Pack 2 (6002.vistasp2_gdr.150312-1556) or later",0
430,400,1153.0,2,Version 10,6,Windows 64-bit (7 SP1/8/8.1/10),0
430,114,1007.0,8,Version 11,6,Windows 64-bit (7 SP1/8/8.1/10),1
431,400,,0.5,,0.06,Windows XP/Vista/7,0
432,291,1007.0,4,,,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",0
432,380,1079.0,6,,,"Windows 7 SP1, Windows 8.1, Windows 10 (64-bit versions only)",1
433,123,1004.0,8,Version 12,90,"Windows 10 (20H1 version or newer, 64-bit versions)",0
433,22,1001.0,16,Version 12,90,"Windows 10 (20H1 version or newer, 64-bit versions)",1
434,328,1033.0,4,Version 11,0.5,Windows 7+,0
434,421,1065.0,4,Version 11,0.5,Windows 7+,1
435,401,,2,Version 10,1,Windows XP SP2+,0
435,424,,2,Version 10,1,Windows 7+,1
436,114,72.0,4,,1,Windows 7 or Higher,0
437,259,72.0,4,Version 11,4,Windows 7+ (64-bit),0
438,425,896.0,4,,3,Windows 7 / 10,0
438,320,1004.0,8,,3,Windows 7 / 10,1
439,400,1173.0,0.5,DirectX 9.0c or better,0.5,Windows XP/Vista,0
439,400,1173.0,1.0,DirectX 9.0c or better,0.5,Windows XP/Vista,1
440,387,1153.0,4,Version 11,25,"Windows® 7, Windows® 8.1, Windows® 10",0
440,156,1079.0,8,Version 11,25,"Windows® 7, Windows® 8.1, Windows® 10",1
441,380,1007.0,6,Version 11,30,Win 7/8.1/10 64bit,0
441,353,1004.0,8,Version 11,30,Win 7/8.1/10 64bit,1
442,400,1106.0,2.0,,4,Windows Vista/7/8.1/10,0
443,400,,4,Version 11,12,Windows 7/8/10,0
444,216,102.0,4,,0.9,Windows 7 SP1 or newer,0
445,400,1103.0,0.5,DirectX® 9.0 or higher,,Microsoft® Windows® XP/Vista,0
445,400,1103.0,0.5,DirectX® 9.0 or higher,,Microsoft® Windows® XP/Vista,1
446,361,200.0,2,9.0c,0.4,Windows Vista/7/8,0
447,400,1106.0,2,Version 9.0c,3,WINDOWS 7 / WINDOWS 8 / WINDOWS 8.1 / WINDOWS 10 ,0
447,361,72.0,4,Version 9.0c,3,WINDOWS 7 / WINDOWS 8 / WINDOWS 8.1 / WINDOWS 10 ,1
448,238,1106.0,8,Version 11 (Recommended: Version 12),4,Windows 10,0
449,400,1173.0,0.5,DirectX 9.0c ,6,Windows® 2000/XP,0
449,158,1127.0,1,DirectX 9.0c ,6,Windows® 2000/XP ,1
450,162,1153.0,2,,4,"Windows 7, 8, 10",0
450,40,1098.0,8,,20,"Windows 7, 8, 10",1
451,400,,1,,1.0,Windows XP,0
452,209,1153.0,4,Version 11,4,Windows 7 64-bit,0
452,183,1031.0,8,Version 11,6,Windows 10 64-bit,1
453,375,,2,Version 9.0c,0.08,Windows XP SP2,0
454,424,1007.0,4,Version 11,4,Windows 7/8/10 64-bit,0
454,320,1004.0,8,Version 11,4,Windows 7/8/10 64-bit,1
455,400,1103.0,4,Version 9.0c,25,Windows XP / Vista / 7 / 8 / 10,0
455,400,1103.0,8,Version 9.0c,25,Windows XP / Vista / 7 / 8 / 10,1
456,151,1004.0,8,Version 11,50,Windows 10 (+ specific versions of 7),0
456,116,898.0,16,Version 11,50,Windows 10,1
457,180,1065.0,8,,1,"Windows 7, 8, 8.1, 10 x64",0
457,167,108.0,8,,1,Windows 10 x64,1
458,245,1007.0,8,Version 10,10,Windows 7 or later (64-bit),0
458,157,102.0,8,Version 10,8,Windows 8 or later (64-bit),1
460,400,,0.5,,0.5,Vista,0
461,400,,0.5,,0.3,Windows® XP / Vista™ / Windows® 7 ,0
463,174,1065.0,4,Version 11,25,Windows 7 64-bit,0
463,307,323.0,8,Version 11,25,Windows 10 64-bit,1
464,400,1185.0,1,9.0c,4.4,Windows XP/Vista/7								,0
465,400,,1,Version 9.0c,0.18,Windows XP,0
465,182,,2,Version 11,0.18,Windows 7/Windows 8/Windows 10,1
466,400,421.0,2,Version 11,2.5,Windows® 8 (32/64-bit)/Windows 7/Vista/XP,0
467,424,102.0,4,,0.6,Windows 7 or higher,0
467,320,102.0,6,,1,Windows 7 or higher,1
469,400,,2,8,0.15,Windows XP or better,0
470,180,1112.0,8,Version 12,20,Windows 10,0
470,345,898.0,16,Version 12,20,Windows 10,1
471,114,1007.0,6,,8,Windows 10,0
471,120,990.0,6,Version 12,8,Windows 10,1
472,174,1097.0,2,,3.5,"Windows 7, Windows 8, or Windows 10",0
