name,price,link,company,product_seq,image,chipset_company,chipset,nm,base_clock,boost_clock,cuda_processor,stream_processor,interface,memory_type,memory_capacity,memory_clock,memory_bus,port,monitor_support,additional_function,usage_power,recommend_power,cooling_type,pan_number,length,thickness,pin,feature,as_years,bench_mark,reg_date,bookmark
갤럭시 GALAX 지포스 GTX 1660 SUPER EX WHITE OC D6 6GB,847000.0,https://prod.danawa.com/info/?pcode=9790467&cate=112753,갤럭시,9790467,//img.danawa.com/prod_img/500000/467/790/img/9790467_1.jpg?shrink=330:*&_v=20201016145941,NVIDIA,GTX 1660 SUPER,12,1530,1830.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,1028,3.0,304,125.0,450.0,11,2.0,233.0,40,10000,5,,,201910,
PNY 지포스 RTX 3060 VERTO D6 12GB Dual 제이씨현,419000.0,https://prod.danawa.com/info/?pcode=17878142&cate=112753,PNY,17878142,//img.danawa.com/prod_img/500000/142/878/img/17878142_1.jpg?shrink=330:*&_v=20220921131759,NVIDIA,RTX 3060,8,1320,1777.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,185,170.0,,11,2.0,244.0,40,10000,1,3.0,,202209,
GIGABYTE 지포스 RTX 3060 Ti Gaming OC V2 D6 8GB 제이씨현,602590.0,https://prod.danawa.com/info/?pcode=14729381&cate=112753,GIGABYTE,14729381,//img.danawa.com/prod_img/500000/381/729/img/14729381_1.jpg?shrink=330:*&_v=20220418090122,NVIDIA,RTX 3060 Ti,8,,1740.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,,600.0,11,3.0,282.0,41,10000,5,3.0,,202107,
GIGABYTE 라데온 RX 6800 Gaming OC D6 16GB 제이씨현,877440.0,https://prod.danawa.com/info/?pcode=12766673&cate=112753,GIGABYTE,12766673,//img.danawa.com/prod_img/500000/673/766/img/12766673_1.jpg?shrink=330:*&_v=20210104133707,AMD(ATi),RX 6800,7,,2155.0,,3840,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,377,250.0,650.0,11,3.0,286.0,59,20000,5,3.0,,202011,
GIGABYTE 지포스 RTX 4070 Ti EAGLE D6X 12GB 피씨디렉트,1179000.0,https://prod.danawa.com/info/?pcode=18681527&cate=112753,GIGABYTE,18681527,//img.danawa.com/prod_img/500000/527/681/img/18681527_1.jpg?shrink=330:*&_v=20230105230006,NVIDIA,RTX 4070 Ti,4,,2610.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,121,,750.0,15,3.0,301.0,59,100,5,3.0,,202301,
갤럭시 갤라즈 GALAX 지포스 RTX 3050 D6 8GB,314000.0,https://prod.danawa.com/info/?pcode=16301489&cate=112753,갤럭시,16301489,//img.danawa.com/prod_img/500000/489/301/img/16301489_1.jpg?shrink=330:*&_v=20230215150315,NVIDIA,RTX 3050,8,,1777.0,2560.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,185,130.0,450.0,11,1.0,189.0,38,10000,2,3.0,,202201,
PNY 지포스 RTX 3070 UPRISING D6 8GB Dual LHR 마이크로닉스,739990.0,https://prod.danawa.com/info/?pcode=17165771&cate=112753,PNY,17165771,//img.danawa.com/prod_img/500000/771/165/img/17165771_1.jpg?shrink=330:*&_v=20220531124630,NVIDIA,RTX 3070,8,1500,1725.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,184,220.0,650.0,11,2.0,265.0,56.89,1000,1,3.0,,202109,
MSI 지포스 RTX 3070 벤투스 2X OC D6 8GB LHR,891380.0,https://prod.danawa.com/info/?pcode=14741960&cate=112753,MSI,14741960,//img.danawa.com/prod_img/500000/960/741/img/14741960_1.jpg?shrink=330:*&_v=20210714151030,NVIDIA,RTX 3070,8,,1755.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,,441,220.0,650.0,11,2.0,232.0,59,20000,1,,,202107,
ZOTAC GAMING 지포스 GTX 1660 SUPER D6 6GB TWIN,729000.0,https://prod.danawa.com/info/?pcode=9783615&cate=112753,ZOTAC,9783615,//img.danawa.com/prod_img/500000/615/783/img/9783615_1.jpg?shrink=330:*&_v=20200410173957,NVIDIA,GTX 1660 SUPER,12,,1785.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,,192.0,4,4.0,272,125.0,450.0,11,2.0,179.0,39,10000,0,,,201911,
GIGABYTE 지포스 RTX 3070 Gaming OC V2 D6 8GB 제이씨현,947670.0,https://prod.danawa.com/info/?pcode=14719271&cate=112753,GIGABYTE,14719271,//img.danawa.com/prod_img/500000/271/719/img/14719271_1.jpg?shrink=330:*&_v=20210728125309,NVIDIA,RTX 3070,8,,1815.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,249,,650.0,11,3.0,286.0,59,110000,5,3.0,,202107,
PNY 지포스 RTX 3060 Ti VERTO D6 8GB Dual LHR 제이씨현,658440.0,https://prod.danawa.com/info/?pcode=13173570&cate=112753,PNY,13173570,//img.danawa.com/prod_img/500000/570/173/img/13173570_1.jpg?shrink=330:*&_v=20221005080034,NVIDIA,RTX 3060 Ti,8,1410,1665.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,200.0,,11,2.0,244.0,40,10000,1,3.0,,202209,
GIGABYTE 지포스 RTX 4090 WINDFORCE V2 D6X 24GB 피씨디렉트,,https://prod.danawa.com/info/?pcode=27607982&cate=112753,GIGABYTE,27607982,//img.danawa.com/prod_img/500000/982/607/img/27607982_1.jpg?shrink=330:*&_v=20230816142909,NVIDIA,RTX 4090,4,,2520.0,16384.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,384.0,4,4.0,121,,850.0,11,3.0,331.0,55.5,100,1,3.0,,202308,
MSI 지포스 RTX 3070 Ti 슈프림 X D6X 8GB 트라이프로져2S,1500000.0,https://prod.danawa.com/info/?pcode=14461889&cate=112753,MSI,14461889,//img.danawa.com/prod_img/500000/889/461/img/14461889_1.jpg?shrink=330:*&_v=20221220153514,NVIDIA,RTX 3070 Ti,8,,1860.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,249,310.0,850.0,11,3.0,335.0,61,20000,5,3.0,,202106,
ZOTAC GAMING 지포스 RTX 3080 Ti AMP Holo Black D6X 12GB,2980000.0,https://prod.danawa.com/info/?pcode=14379113&cate=112753,ZOTAC,14379113,//img.danawa.com/prod_img/500000/113/379/img/14379113_1.jpg?shrink=330:*&_v=20210610154459,NVIDIA,RTX 3080 Ti,8,,1710.0,10240.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,384.0,4,4.0,185,350.0,750.0,11,3.0,317.8,64.6,20000,5,3.0,,202106,
갤럭시 GALAX 지포스 RTX 3070 D6 8GB LHR,1000000.0,https://prod.danawa.com/info/?pcode=14413778&cate=112753,갤럭시,14413778,//img.danawa.com/prod_img/500000/778/413/img/14413778_1.jpg?shrink=330:*&_v=20230403201259,NVIDIA,RTX 3070,8,,1725.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,220.0,650.0,11,2.0,238.0,59,10000,3,3.0,,202106,
GIGABYTE 라데온 RX 6400 UD2 D6 4GB Nano LP 피씨디렉트,197620.0,https://prod.danawa.com/info/?pcode=16868495&cate=112753,GIGABYTE,16868495,//img.danawa.com/prod_img/500000/495/868/img/16868495_1.jpg?shrink=330:*&_v=20220503124842,AMD(ATi),RX 6400,6,,2321.0,,768,PCIe4.0x16(at x4),GDDR6(DDR6),,16000.0,64.0,4,2.0,184,,350.0,9,2.0,182.0,36,0,0,3.0,,202204,
GIGABYTE 지포스 RTX 3060 VISION OC V2 D6 12GB 피씨디렉트,626350.0,https://prod.danawa.com/info/?pcode=14479811&cate=112753,GIGABYTE,14479811,//img.danawa.com/prod_img/500000/811/479/img/14479811_1.jpg?shrink=330:*&_v=20210615144833,NVIDIA,RTX 3060,8,,1837.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,185,,550.0,11,3.0,281.0,40,10000,5,3.0,,202106,
GIGABYTE AORUS 지포스 RTX 3070 Master D6 8GB 제이씨현,2265930.0,https://prod.danawa.com/info/?pcode=12577781&cate=112753,GIGABYTE,12577781,//img.danawa.com/prod_img/500000/781/577/img/12577781_1.jpg?shrink=330:*&_v=20210318171606,NVIDIA,RTX 3070,8,,1845.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,249,,650.0,11,3.0,290.0,60,20000,13,3.0,,202010,
갤럭시 갤라즈 GALAX 지포스 RTX 4070 Ti ST D6X 12GB,1280050.0,https://prod.danawa.com/info/?pcode=18676034&cate=112753,갤럭시,18676034,//img.danawa.com/prod_img/500000/034/676/img/18676034_1.jpg?shrink=330:*&_v=20230105230006,NVIDIA,RTX 4070 Ti,4,2310,2610.0,7680.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,192.0,4,4.0,185,285.0,800.0,11,3.0,320.0,62,100,1,3.0,,202301,
AMD 라데온 PRO WX2100 D5 2GB LP 대원씨티에스,226510.0,https://prod.danawa.com/info/?pcode=15360296&cate=112753,AMD,15360296,//img.danawa.com/prod_img/500000/296/360/img/15360296_1.jpg?shrink=330:*&_v=20220712091953,AMD(ATi),WX2100,14,925,1170.0,,512,PCIe3.0x16(at x8),GDDR5(DDR5),,,64.0,0,3.0,48,35.0,,9,1.0,170.0,18,0,0,,,202110,
갤럭시 GALAX 지포스 RTX 2060 PLUS OC D6 6GB,519000.0,https://prod.danawa.com/info/?pcode=12753542&cate=112753,갤럭시,12753542,//img.danawa.com/prod_img/500000/542/753/img/12753542_1.jpg?shrink=330:*&_v=20220701134257,NVIDIA,RTX 2060,12,1365,1680.0,1920.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,1028,3.0,304,172.5,500.0,11,2.0,230.0,38,10000,5,,,202011,
PNY 지포스 GTX 1650 D6 4GB Dual 제이씨현,211990.0,https://prod.danawa.com/info/?pcode=12504032&cate=112753,PNY,12504032,//img.danawa.com/prod_img/500000/032/504/img/12504032_1.jpg?shrink=330:*&_v=20221006093335,NVIDIA,GTX 1650,12,1410,1590.0,896.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,4,3.0,304,75.0,300.0,9,2.0,170.0,40,100000,0,,,202010,
AMD 라데온 PRO W6400 D6 4GB,289590.0,https://prod.danawa.com/info/?pcode=16368644&cate=112753,AMD,16368644,//img.danawa.com/prod_img/500000/644/368/img/16368644_1.jpg?shrink=330:*&_v=20220210150737,AMD(ATi),W6600,6,,,,768,PCIe4.0x16(at x4),GDDR6(DDR6),,,64.0,0,,56,50.0,350.0,8,1.0,168.0,,0,0,3.0,,202202,
ASUS TUF Gaming 라데온 RX 6900 XT T16G D6 16GB,1441140.0,https://prod.danawa.com/info/?pcode=15861422&cate=112753,ASUS,15861422,//img.danawa.com/prod_img/500000/422/861/img/15861422_1.jpg?shrink=330:*&_v=20220829154740,AMD(ATi),RX 6900 XT,7,,2390.0,,5120,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,250,,850.0,11,3.0,320.0,59,20000,5,3.0,,202112,
MANLI 지포스 RTX 3070 Ti Rush D6X 8GB LHR,707800.0,https://prod.danawa.com/info/?pcode=15757727&cate=112753,MANLI,15757727,//img.danawa.com/prod_img/500000/727/757/img/15757727_1.jpg?shrink=330:*&_v=20211124164212,NVIDIA,RTX 3070 Ti,8,1575,1770.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,184,290.0,,11,3.0,317.0,60,20000,1,3.0,,202111,
COLORFUL iGame 지포스 RTX 3070 Ultra OC D6 8GB White LHR,1199990.0,https://prod.danawa.com/info/?pcode=14966102&cate=112753,COLORFUL,14966102,//img.danawa.com/prod_img/500000/102/966/img/14966102_1.jpg?shrink=330:*&_v=20220624134426,NVIDIA,RTX 3070,8,1500,1770.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,240.0,,11,3.0,310.0,59,20000,21,3.0,,202108,
ZOTAC GAMING 지포스 GTX 1660 SUPER AMP D6 6GB 백플레이트,,https://prod.danawa.com/info/?pcode=9783714&cate=112753,ZOTAC,9783714,//img.danawa.com/prod_img/500000/714/783/img/9783714_1.jpg?shrink=330:*&_v=20210426140925,NVIDIA,GTX 1660 SUPER,12,,1845.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,4,4.0,280,125.0,450.0,11,2.0,217.0,42,10000,1,,,201911,
GIGABYTE AORUS 지포스 RTX 3060 Ti ELITE V2 D6 8GB 제이씨현,,https://prod.danawa.com/info/?pcode=14682743&cate=112753,GIGABYTE,14682743,//img.danawa.com/prod_img/500000/743/682/img/14682743_1.jpg?shrink=330:*&_v=20210712141642,NVIDIA,RTX 3060 Ti,8,,1785.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,249,,650.0,11,3.0,296.0,59,110000,5,,,202107,
갤럭시 GALAX 지포스 RTX 3070 EX WHITE OC D6 8GB,1667000.0,https://prod.danawa.com/info/?pcode=12576932&cate=112753,갤럭시,12576932,//img.danawa.com/prod_img/500000/932/576/img/12576932_1.jpg?shrink=330:*&_v=20230626172750,NVIDIA,RTX 3070,8,,1770.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,240.0,650.0,11,2.0,285.0,59,20000,7,3.0,,202010,
GIGABYTE 지포스 RTX 3060 Ti Gaming OC V2 D6 8GB 피씨디렉트,705960.0,https://prod.danawa.com/info/?pcode=14873729&cate=112753,GIGABYTE,14873729,//img.danawa.com/prod_img/500000/729/873/img/14873729_1.jpg?shrink=330:*&_v=20210729150617,NVIDIA,RTX 3060 Ti,8,,1740.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,,600.0,11,3.0,282.0,41,10000,5,3.0,,202107,
PNY 지포스 RTX 4070 VERTO D6X 12GB Dual 마이크로닉스,923280.0,https://prod.danawa.com/info/?pcode=19766840&cate=112753,PNY,19766840,//img.danawa.com/prod_img/500000/840/766/img/19766840_1.jpg?shrink=330:*&_v=20230511174910,NVIDIA,RTX 4070,,1920,2475.0,5888.0,,PCIe4.0x16,GDDR6X(DDR6X),,21000.0,,4,4.0,184,200.0,,11,2.0,247.4,40.8,10000,1,3.0,,202304,
COLORFUL 지포스 GT1030 REVENGE V5 D5 2GB,110000.0,https://prod.danawa.com/info/?pcode=15424607&cate=112753,COLORFUL,15424607,//img.danawa.com/prod_img/500000/607/424/img/15424607_1.jpg?shrink=330:*&_v=20220207135142,NVIDIA,GT1030,14,1228,1468.0,384.0,,PCIe3.0x16(at x4),GDDR5(DDR5),,1502.0,64.0,4,2.0,16,30.0,,9,1.0,162.0,28,0,0,3.0,,202110,
ASUS TUF Gaming 지포스 RTX 3070 O8G OC D6 8GB,3987650.0,https://prod.danawa.com/info/?pcode=12840242&cate=112753,ASUS,12840242,//img.danawa.com/prod_img/500000/242/840/img/12840242_1.jpg?shrink=330:*&_v=20211122150138,NVIDIA,RTX 3070,8,,,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,248,,750.0,11,3.0,300.0,59,20000,5,,,202012,
MSI 지포스 RTX 3050 게이밍 X D6 8GB 트윈프로져8,394000.0,https://prod.danawa.com/info/?pcode=16292681&cate=112753,MSI,16292681,//img.danawa.com/prod_img/500000/681/292/img/16292681_1.jpg?shrink=330:*&_v=20220314075606,NVIDIA,RTX 3050,8,,1845.0,2560.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,185,130.0,550.0,11,2.0,278.0,49,10000,5,3.0,,202201,
GIGABYTE 지포스 RTX 3050 WINDFORCE OC D6 8GB 피씨디렉트,360990.0,https://prod.danawa.com/info/?pcode=19772933&cate=112753,GIGABYTE,19772933,//img.danawa.com/prod_img/500000/933/772/img/19772933_1.jpg?shrink=330:*&_v=20230413170449,NVIDIA,RTX 3050,8,,1792.0,2560.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,1028,3.0,25,150.0,450.0,11,2.0,243.6,40.2,10000,1,3.0,,202304,
리드텍 WinFast 지포스 RTX 3060 Ti HURRICANE D6 8GB,540000.0,https://prod.danawa.com/info/?pcode=12910292&cate=112753,리드텍,12910292,//img.danawa.com/prod_img/500000/292/910/img/12910292_1.jpg?shrink=330:*&_v=20220310151303,NVIDIA,RTX 3060 Ti,8,1410,1665.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,185,200.0,600.0,11,2.0,253.0,46,10000,1,3.0,,202012,
COLORFUL 지포스 GTX 1660 SUPER 토마호크 D6 6GB,1500000.0,https://prod.danawa.com/info/?pcode=9790116&cate=112753,COLORFUL,9790116,//img.danawa.com/prod_img/500000/116/790/img/9790116_1.jpg?shrink=330:*&_v=20191101143318,NVIDIA,GTX 1660 SUPER,12,1530,1785.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,1028,3.0,16,120.0,,11,2.0,226.0,42,10000,1,,,201910,
ASRock Phantom Gaming D 라데온 RX 6800 XT OC D6 16GB 에즈윈,1378160.0,https://prod.danawa.com/info/?pcode=12947888&cate=112753,ASRock,12947888,//img.danawa.com/prod_img/500000/888/947/img/12947888_1.jpg?shrink=330:*&_v=20201218122921,AMD(ATi),RX 6800 XT,7,1875,2310.0,,4608,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,4.0,281,,800.0,11,3.0,330.0,59,30000,7,3.0,,202012,
EVGA 지포스 RTX 3080 FTW3 ULTRA HYBRID GAMING D6X 12GB LHR,1587000.0,https://prod.danawa.com/info/?pcode=16636808&cate=112753,EVGA,16636808,//img.danawa.com/prod_img/500000/808/636/img/16636808_1.jpg?shrink=330:*&_v=20220321141528,NVIDIA,RTX 3080,8,,1800.0,8960.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,384.0,4,4.0,185,400.0,850.0,25,1.0,288.9,,30000,4,3.0,,202203,
ASUS KO 지포스 RTX 3070 GAMING D6 8GB,690000.0,https://prod.danawa.com/info/?pcode=12578006&cate=112753,ASUS,12578006,//img.danawa.com/prod_img/500000/006/578/img/12578006_1.jpg?shrink=330:*&_v=20211122145736,NVIDIA,RTX 3070,8,,1755.0,5888.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,249,,750.0,11,2.0,275.0,59,20000,5,,,202010,
MSI 지포스 GTX1050 Ti OC D5 4GB 스톰,2223000.0,https://prod.danawa.com/info/?pcode=4705488&cate=112753,MSI,4705488,//img.danawa.com/prod_img/500000/488/705/img/4705488_1.jpg?shrink=330:*&_v=20201020142211,NVIDIA,GTX1050 Ti,14,1341,1455.0,768.0,,PCIe3.0x16,GDDR5(DDR5),,7008.0,128.0,1028,3.0,0,75.0,300.0,0,1.0,177.0,34,0,0,,,201611,
GIGABYTE AORUS 지포스 RTX 3060 Ti ELITE V2 D6 8GB 피씨디렉트,850000.0,https://prod.danawa.com/info/?pcode=14873822&cate=112753,GIGABYTE,14873822,//img.danawa.com/prod_img/500000/822/873/img/14873822_1.jpg?shrink=330:*&_v=20210729150941,NVIDIA,RTX 3060 Ti,8,,1785.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,249,,650.0,11,3.0,296.0,59,110000,5,,,202107,
갤럭시 GALAX 지포스 GTX 1650 SUPER EX BLACK OC D6 4GB,,https://prod.danawa.com/info/?pcode=9983658&cate=112753,갤럭시,9983658,//img.danawa.com/prod_img/500000/658/983/img/9983658_1.jpg?shrink=330:*&_v=20201020094605,NVIDIA,GTX 1650 SUPER,12,1530,1740.0,1280.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,128.0,1028,3.0,304,100.0,350.0,11,2.0,212.0,41,100000,0,,,201911,
갤럭시 지포스 GT610 D3 2GB LP,40000.0,https://prod.danawa.com/info/?pcode=1695462&cate=112753,갤럭시,1695462,//img.danawa.com/prod_img/500000/462/695/img/1695462_1.jpg?shrink=330:*&_v=20211101155413,NVIDIA,GT610,40,810,,48.0,,PCIe2.0x16,GDDR3(DDR3),,1000.0,64.0,1028,,0,29.0,300.0,1,,152.0,,0,0,,,201205,
GIGABYTE 지포스 RTX 3050 Gaming OC D6 8GB 제이씨현,446600.0,https://prod.danawa.com/info/?pcode=16295945&cate=112753,GIGABYTE,16295945,//img.danawa.com/prod_img/500000/945/295/img/16295945_1.jpg?shrink=330:*&_v=20220127230001,NVIDIA,RTX 3050,8,,1822.0,2560.0,,PCIe4.0x16(at x8),GDDR6(DDR6),,14000.0,128.0,4,4.0,185,,450.0,11,3.0,282.0,41,10000,5,3.0,,202201,
ASUS TUF Gaming 지포스 RTX 3060 O12G OC D6 12GB,,https://prod.danawa.com/info/?pcode=13467590&cate=112753,ASUS,13467590,//img.danawa.com/prod_img/500000/590/467/img/13467590_1.jpg?shrink=330:*&_v=20220613163930,NVIDIA,RTX 3060,8,,1882.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,249,,650.0,11,3.0,301.0,59,10000,5,,,202102,
MSI 지포스 GTX 1660 SUPER 게이밍 X D6 6GB 트윈프로져7,1500000.0,https://prod.danawa.com/info/?pcode=9790326&cate=112753,MSI,9790326,//img.danawa.com/prod_img/500000/326/790/img/9790326_1.jpg?shrink=330:*&_v=20200429123936,NVIDIA,GTX 1660 SUPER,12,,1830.0,1408.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,4,4.0,304,125.0,450.0,11,2.0,247.0,46,10000,5,,,201910,
갤럭시 GALAX 지포스 GTX 1660 BLACK D D5 6GB,439000.0,https://prod.danawa.com/info/?pcode=7462198&cate=112753,갤럭시,7462198,//img.danawa.com/prod_img/500000/198/462/img/7462198_1.jpg?shrink=330:*&_v=20201019174804,NVIDIA,GTX 1660,12,1530,1800.0,1408.0,,PCIe3.0x16,GDDR5(DDR5),,8000.0,192.0,1028,3.0,272,120.0,450.0,11,2.0,214.0,39,100000,1,,,201903,
GAINWARD 지포스 GTX 1650 페가수스 D5 4GB,215260.0,https://prod.danawa.com/info/?pcode=17743508&cate=112753,GAINWARD,17743508,//img.danawa.com/prod_img/500000/508/743/img/17743508_1.jpg?shrink=330:*&_v=20220829162739,NVIDIA,GTX 1650,12,,1665.0,,,PCIe3.0x16,GDDR5(DDR5),,8000.0,128.0,1028,,272,,300.0,8,1.0,145.0,,0,0,3.0,,202208,
SAPPHIRE 라데온 RX 6750 XT PULSE OC D6 12GB,722760.0,https://prod.danawa.com/info/?pcode=17045114&cate=112753,SAPPHIRE,17045114,//img.danawa.com/prod_img/500000/114/045/img/17045114_1.jpg?shrink=330:*&_v=20230117140051,AMD(ATi),RX 6750 XT,7,,2618.0,,2560,PCIe4.0,GDDR6(DDR6),,18000.0,192.0,4,4.0,57,250.0,650.0,11,2.0,280.0,50.47,110000,1,3.0,,202205,
갤럭시 GALAX 지포스 RTX 3080 EX GAMER WHITE OC D6X 10GB LHR,2560000.0,https://prod.danawa.com/info/?pcode=14936474&cate=112753,갤럭시,14936474,//img.danawa.com/prod_img/500000/474/936/img/14936474_1.jpg?shrink=330:*&_v=20220425104256,NVIDIA,RTX 3080,8,,1755.0,8704.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,320.0,4,4.0,57,340.0,750.0,11,3.0,316.0,59,20000,7,3.0,,202108,
EVGA 지포스 RTX 3060 XC GAMING D6 12GB LHR,525520.0,https://prod.danawa.com/info/?pcode=14753852&cate=112753,EVGA,14753852,//img.danawa.com/prod_img/500000/852/753/img/14753852_1.jpg?shrink=330:*&_v=20210715144815,NVIDIA,RTX 3060,8,,1882.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,0,,184,170.0,550.0,0,2.0,201.8,,10000,1,3.0,,202107,
GIGABYTE 지포스 RTX 3060 Ti VISION OC V2 D6 8GB 제이씨현,900000.0,https://prod.danawa.com/info/?pcode=14478284&cate=112753,GIGABYTE,14478284,//img.danawa.com/prod_img/500000/284/478/img/14478284_1.jpg?shrink=330:*&_v=20210615141227,NVIDIA,RTX 3060 Ti,8,,1755.0,4864.0,,PCIe4.0x16,GDDR6(DDR6),,14000.0,256.0,4,4.0,441,,650.0,11,3.0,281.0,40,110000,5,3.0,,202106,
XFX 라데온 RX 6900 XT MERC 319 BLACK D6 16GB,2204000.0,https://prod.danawa.com/info/?pcode=13068080&cate=112753,XFX,13068080,//img.danawa.com/prod_img/500000/080/068/img/13068080_1.jpg?shrink=330:*&_v=20221005110428,AMD(ATi),RX 6900 XT,7,1950,2365.0,,5120,PCIe4.0x16,GDDR6(DDR6),,16000.0,256.0,4,,121,,850.0,11,3.0,340.0,59,20000,5,3.0,,202101,
COLORFUL iGame 지포스 RTX 3060 Advanced OC D6 12GB LHR,718990.0,https://prod.danawa.com/info/?pcode=14742041&cate=112753,COLORFUL,14742041,//img.danawa.com/prod_img/500000/041/742/img/14742041_1.jpg?shrink=330:*&_v=20210804140010,NVIDIA,RTX 3060,8,1320,1867.0,3584.0,,PCIe4.0x16,GDDR6(DDR6),,15000.0,192.0,4,4.0,249,220.0,,15,3.0,315.5,59,20000,21,3.0,,202107,
MSI 지포스 RTX 3070 Ti 게이밍 X 트리오 D6X 8GB 트라이프로져2,1257600.0,https://prod.danawa.com/info/?pcode=14461811&cate=112753,MSI,14461811,//img.danawa.com/prod_img/500000/811/461/img/14461811_1.jpg?shrink=330:*&_v=20220610103651,NVIDIA,RTX 3070 Ti,8,,1830.0,6144.0,,PCIe4.0x16,GDDR6X(DDR6X),,19000.0,256.0,4,4.0,185,310.0,750.0,11,3.0,323.0,59,20000,5,3.0,,202106,
GAINWARD 지포스 RTX 2060 고스트 V1 D6 12GB,609000.0,https://prod.danawa.com/info/?pcode=15931298&cate=112753,GAINWARD,15931298,//img.danawa.com/prod_img/500000/298/931/img/15931298_1.jpg?shrink=330:*&_v=20211214144530,NVIDIA,RTX 2060,12,,1650.0,2176.0,,PCIe3.0x16,GDDR6(DDR6),,14000.0,192.0,1028,3.0,312,,550.0,11,2.0,235.0,38,10000,3,3.0,,202112,
GIGABYTE 지포스 GTX 1660 Ti UDV OC D6 6GB 피씨디렉트,418600.0,https://prod.danawa.com/info/?pcode=12541991&cate=112753,GIGABYTE,12541991,//img.danawa.com/prod_img/500000/991/541/img/12541991_1.jpg?shrink=330:*&_v=20201026164123,NVIDIA,GTX 1660 Ti,12,,1800.0,1536.0,,PCIe3.0x16,GDDR6(DDR6),,12000.0,192.0,4,4.0,312,,450.0,11,2.0,226.0,41,10000,1,,,202010,
GIGABYTE 라데온 RX 6400 EAGLE D6 4GB 피씨디렉트,199000.0,https://prod.danawa.com/info/?pcode=16868867&cate=112753,GIGABYTE,16868867,//img.danawa.com/prod_img/500000/867/868/img/16868867_1.jpg?shrink=330:*&_v=20220503125121,AMD(ATi),RX 6400,6,,2321.0,,768,PCIe4.0x16(at x4),GDDR6(DDR6),,16000.0,64.0,4,2.0,185,,350.0,11,2.0,192.0,38,0,0,3.0,,202204,
